DATE,SEGMENT,MODELLREIHE,INSGESAMT,CO2-EMISSION IN G/KM,BENZIN,CO2-EMISSION IN G/KM1,KRAFTSTOFFVERBRAUCH IN L/100 KM,DIESEL,CO2-EMISSION IN G/KM2,KRAFTSTOFFVERBRAUCH IN L/100 KM1,ERDGAS (CNG) (EINSCHL. BIVALENT),FLUSSIGGAS (LPG) (EINSCHL. BIVALENT),HYBRID,DAR. PLUG-IN,ELEKTRO (BEV)
202302,SUVS,VW TAIGO,1948.0,132.6,1948,132.6,5.7,,,,,,,,
202302,SUVS,SONSTIGE,4.0,,,,,,,,,,,,4
202302,GELÄNDEWAGEN,ASTON MARTIN DBX,17.0,323,17,323,13.9,,,,,,,,
202302,GELÄNDEWAGEN,AUDI Q3,2371.0,144.4,1089,164.1,7.1,1063,140.8,5.3,,,219,180,
202302,GELÄNDEWAGEN,AUDI Q5,1757.0,159.2,1,,,,,,,,1756,339,
202302,GELÄNDEWAGEN,AUDI Q7,306.0,214,24,281.5,12.1,1,,,,,281,26,
202302,GELÄNDEWAGEN,AUDI Q8,1835.0,57.2,11,287.6,12.4,2,,,,,479,55,1343
202302,GELÄNDEWAGEN,BENTLEY BENTAYGA,15.0,300.3,15,300.3,12.9,,,,,,,,
202302,GELÄNDEWAGEN,BMW X3,1543.0,129.5,50,247.7,10.7,,,,,,1191,129,302
202302,GELÄNDEWAGEN,BMW X4,242.0,186.2,38,245,10.6,,,,,,204,,
202302,GELÄNDEWAGEN,BMW X5,801.0,156.3,57,284.8,12.3,18,194.8,7.3,,,722,199,
202302,GELÄNDEWAGEN,BMW X6,137.0,207.9,34,269.2,11.6,,,,,,103,,
202302,GELÄNDEWAGEN,BMW X7,131.0,229.8,,,,,,,,,131,,
202302,GELÄNDEWAGEN,CADILLAC ESCALADE,4.0,,4,,,,,,,,,,
202302,GELÄNDEWAGEN,HYUNDAI SANTA FE,278.0,157.3,,,,209,174.1,6.6,,,69,30,
202302,GELÄNDEWAGEN,INEOS GRENADIER,8.0,322.4,5,330,14.2,3,309.7,11.7,,,,,
202302,GELÄNDEWAGEN,JAGUAR E-PACE,51.0,102,,,,,,,,,51,27,
202302,GELÄNDEWAGEN,JAGUAR F-PACE,47.0,198.9,21,235,10.1,,,,,,26,2,
202302,GELÄNDEWAGEN,JEEP COMPASS,309.0,98.1,5,156.4,6.7,,,,,,304,125,
202302,GELÄNDEWAGEN,JEEP RENEGADE,400.0,122.3,40,147.1,6.3,1,134,5.1,,,359,54,
202302,GELÄNDEWAGEN,JEEP WRANGLER,52.0,103.1,6,277,11.9,,,,,,46,46,
202302,GELÄNDEWAGEN,KIA SORENTO,176.0,143.6,,,,111,171.5,6.5,,,65,33,
202302,GELÄNDEWAGEN,LAMBORGHINI URUS,54.0,323.7,54,323.7,14,,,,,,,,
202302,GELÄNDEWAGEN,LAND ROVER DEFENDER,249.0,256.1,90,333,14.4,,,,,,159,25,
202302,GELÄNDEWAGEN,LAND ROVER DISCOVERY,31.0,222.4,,,,,,,,,31,,
202302,GELÄNDEWAGEN,LAND ROVER DISCOVERY SPORT,121.0,113.5,,,,,,,,,121,61,
202302,GELÄNDEWAGEN,LAND ROVER RANGE ROVER,88.0,140.5,19,259.7,11.2,,,,,,69,38,
202302,GELÄNDEWAGEN,LAND ROVER RANGE ROVER EVOQUE,193.0,102,,,,,,,,,193,115,
202302,GELÄNDEWAGEN,LAND ROVER RANGE ROVER SPORT,97.0,152.8,8,267.1,11.5,1,201,7.6,,,88,35,
202302,GELÄNDEWAGEN,LAND ROVER RANGE ROVER VELAR,128.0,147.2,20,222,9.6,,,,,,108,42,
202302,GELÄNDEWAGEN,MERCEDES G-KLASSE,564.0,341.4,417,359.5,15.5,146,290.3,11,,,1,,
202302,GELÄNDEWAGEN,"MERCEDES GL-KLASSE, GLS",170.0,272.1,,,,62,232.5,8.8,,,108,,
202302,GELÄNDEWAGEN,"MERCEDES ML-KLASSE, GLE",705.0,168.2,,,,223,217.4,8.2,,,481,213,
202302,GELÄNDEWAGEN,NISSAN X-TRAIL,317.0,144.6,,,,,,,,,317,,
202302,GELÄNDEWAGEN,PORSCHE CAYENNE,567.0,233.4,248,284.3,12.3,,,,,,319,319,
202302,GELÄNDEWAGEN,PORSCHE MACAN,562.0,246.5,562,246.5,10.6,,,,,,,,
202302,GELÄNDEWAGEN,SKODA KODIAQ,1607.0,163.9,438,177,7.6,1169,159,6,,,,,
202302,GELÄNDEWAGEN,SSANGYONG REXTON,50.0,215.3,,,,50,215.3,8.1,,,,,
202302,GELÄNDEWAGEN,SUBARU FORESTER,131.0,185,,,,,,,,,131,,
202302,GELÄNDEWAGEN,TOYOTA LANDCRUISER,176.0,251,3,,,173,251,9.5,,,,,
202302,GELÄNDEWAGEN,VOLVO XC40,867.0,39,28,163.6,7.1,,,,,,206,21,633
202302,GELÄNDEWAGEN,VOLVO XC60,1105.0,117.5,,,,,,,,,1105,392,
202302,GELÄNDEWAGEN,VOLVO XC90,394.0,88.9,,,,,,,,,394,252,
202302,GELÄNDEWAGEN,VW TIGUAN,4640.0,153.6,2489,164.9,7.1,1840,157.4,5.9,,2,309,309,
202302,GELÄNDEWAGEN,VW TOUAREG,655.0,212.7,41,258.9,11.2,582,219.3,8.3,,,32,32,
202302,SPORTWAGEN,ALPINE A110,17.0,155.3,17,155.3,6.7,,,,,,,,
202302,SPORTWAGEN,ASTON MARTIN DB11,4.0,257,4,257,11.1,,,,,,,,
202302,SPORTWAGEN,ASTON MARTIN V8,11.0,284.2,11,284.2,12.3,,,,,,,,
202302,SPORTWAGEN,AUDI R8,28.0,307.2,28,307.2,13.2,,,,,,,,
202302,SPORTWAGEN,AUDI TT,116.0,178.9,116,178.9,7.7,,,,,,,,
202302,SPORTWAGEN,BMW I8,2.0,,,,,,,,,,2,2,
202302,SPORTWAGEN,BMW Z4,273.0,174,273,174,7.5,,,,,,,,
202302,SPORTWAGEN,FERRARI 296,18.0,163.3,,,,,,,,,18,18,
202302,SPORTWAGEN,FERRARI F8,33.0,304.2,33,304.2,13.1,,,,,,,,
202302,SPORTWAGEN,FERRARI PORTOFINO,20.0,263.3,20,263.3,11.3,,,,,,,,
202302,SPORTWAGEN,FERRARI ROMA,14.0,265.4,14,265.4,11.4,,,,,,,,
202302,SPORTWAGEN,FERRARI SF90,13.0,202.2,,,,,,,,,13,13,
202302,SPORTWAGEN,FORD MUSTANG,58.0,267.1,58,267.1,11.5,,,,,,,,
202302,SPORTWAGEN,JAGUAR F-TYPE,36.0,237.1,36,237.1,10.2,,,,,,,,
202302,SPORTWAGEN,LEXUS LC,7.0,260.1,6,272.8,11.8,,,,,,1,,
202302,SPORTWAGEN,LOTUS EMIRA,12.0,261.5,12,261.5,11.3,,,,,,,,
202302,SPORTWAGEN,MERCEDES AMG GT,102.0,231.3,31,302.3,13,,,,,,71,34,
202302,SPORTWAGEN,MERCEDES E-KLASSE COUPE,198.0,187.1,,,,48,165.2,6.2,,,150,,
202302,SPORTWAGEN,MERCEDES SL,183.0,266.8,121,294.4,12.7,,,,,,62,,
202302,SPORTWAGEN,PORSCHE 911,723.0,264.4,698,265.3,11.4,,,,,,25,,
202302,SPORTWAGEN,PORSCHE BOXSTER,93.0,232.5,93,232.5,10,,,,,,,,
202302,SPORTWAGEN,PORSCHE CAYMAN,84.0,270.3,84,270.3,11.7,,,,,,,,
202302,SPORTWAGEN,SUBARU BRZ,1.0,200,1,200,8.6,,,,,,,,
202302,SPORTWAGEN,TOYOTA GR 86,18.0,199.2,18,199.2,8.6,,,,,,,,
202302,SPORTWAGEN,TOYOTA SUPRA,13.0,184.2,13,184.2,7.9,,,,,,,,
202302,MINI-VANS,DACIA LODGY,1.0,130,,,,1,130,4.9,,,,,
202302,MINI-VANS,KIA SOUL,16.0,,,,,,,,,,,,16
202302,MINI-VANS,MERCEDES B-KLASSE,856.0,135.8,24,144.7,6.2,276,136.8,5.2,,,556,30,
202302,MINI-VANS,PEUGEOT 3008,552.0,99,176,145.8,6.3,148,137,5.2,,,228,228,
202302,MINI-VANS,RENAULT SCENIC,70.0,151.3,70,151.3,6.5,,,,,,,,
202302,GROSSRAUM-VANS,DACIA JOGGER,970.0,125.2,633,128.6,5.5,,,,,329,8,,
202302,GROSSRAUM-VANS,FORD GALAXY,80.0,149.3,,,,5,167.8,6.3,,,75,,
202302,GROSSRAUM-VANS,FORD S-MAX,305.0,151.2,,,,67,166.4,6.3,,,238,,
202302,GROSSRAUM-VANS,MERCEDES V-KLASSE,1353.0,183.9,1,,,1188,209.8,7.9,,,,,164
202302,GROSSRAUM-VANS,PEUGEOT 5008,331.0,153.1,133,154.5,6.7,198,152.1,5.7,,,,,
202302,GROSSRAUM-VANS,RENAULT ESPACE,12.0,166.2,,,,12,166.2,6.3,,,,,
202302,GROSSRAUM-VANS,SEAT ALHAMBRA,113.0,196.2,113,196.2,8.5,,,,,,,,
202302,GROSSRAUM-VANS,VW SHARAN,60.0,196.5,60,196.5,8.5,,,,,,,,
202302,GROSSRAUM-VANS,VW TOURAN,1417.0,147.1,635,152.8,6.6,782,142.5,5.4,,,,,
202302,GROSSRAUM-VANS,SONSTIGE,1.0,,,,,,,,,,,,1
202302,UTILITIES,CITROEN BERLINGO,921.0,140,580,150.6,6.5,301,138.5,5.2,,,,,40
202302,UTILITIES,CITROEN JUMPER,11.0,268.3,,,,11,268.3,10.1,,,,,
202302,UTILITIES,CITROEN JUMPY,37.0,144.9,,,,29,184.9,7,,,,,8
202302,UTILITIES,FIAT DOBLO,10.0,,,,,,,,,,,,10
202302,UTILITIES,FIAT DUCATO,36.0,272.4,,,,36,272.4,10.3,,,,,
202302,UTILITIES,FORD TRANSIT CONNECT,162.0,140.8,43,150.1,6.5,119,137.4,5.2,,,,,
202302,UTILITIES,FORD TRANSIT COURIER,5.0,136,,,,5,136,5.1,,,,,
202302,UTILITIES,"FORD TRANSIT, TOURNEO",911.0,217.1,,,,827,218.4,8.2,,,84,,
202302,UTILITIES,HYUNDAI STARIA,243.0,228.4,,,,243,228.4,8.6,,,,,
202302,UTILITIES,MAN TGE,25.0,249.9,,,,25,249.9,9.4,,,,,
202302,UTILITIES,MERCEDES CITAN,482.0,151.4,214,157.2,6.8,266,147.7,5.6,,,,,2
202302,UTILITIES,MERCEDES SPRINTER,245.0,268.3,,,,245,268.3,10.1,,,,,
202302,UTILITIES,MERCEDES VITO,606.0,172.2,1,,,537,194.6,7.3,,,,,68
202302,UTILITIES,NISSAN PRIMASTAR,43.0,187.5,,,,43,187.5,7.1,,,,,
202302,UTILITIES,NISSAN TOWNSTAR,111.0,153.8,111,153.8,6.6,,,,,,,,
202302,UTILITIES,OPEL COMBO,457.0,134.2,256,152.3,6.6,161,138.6,5.2,,,,,40
202302,UTILITIES,OPEL ZAFIRA LIFE,356.0,174.6,,,,339,183.4,6.9,,,,,17
202302,UTILITIES,PEUGEOT BOXER,5.0,262.5,,,,5,262.5,9.9,,,,,
202302,UTILITIES,PEUGEOT EXPERT,48.0,164.8,,,,43,183.9,6.9,,,,,5
202302,UTILITIES,PEUGEOT RIFTER,425.0,135.8,202,157.2,6.8,186,140.2,5.3,,,,,37
202302,UTILITIES,RENAULT KANGOO,145.0,152.4,73,156.3,6.7,72,148.6,5.6,,,,,
202302,UTILITIES,RENAULT TRAFIC,129.0,192,,,,129,192,7.2,,,,,
202302,UTILITIES,TOYOTA PROACE,371.0,177.7,82,151,6.5,286,187.5,7.1,,,,,3
202302,UTILITIES,VW CADDY,1411.0,139.3,448,149.6,6.4,958,134.5,5.1,,,5,5,
202302,UTILITIES,VW CRAFTER,49.0,238.6,,,,49,238.6,9,,,,,
202302,UTILITIES,VW ID. BUZZ,223.0,,,,,,,,,,,,223
202302,UTILITIES,VW TRANSPORTER,1748.0,172.4,178,193.9,8.4,1272,199.1,7.5,,,298,298,
202302,UTILITIES,SONSTIGE,3.0,,,,,3,,,,,,,
202302,WOHNMOBILE,CITROEN JUMPER,782.0,276.9,3,239,10.3,779,276.9,10.5,,,,,
202302,WOHNMOBILE,CITROEN JUMPY,46.0,184.9,,,,45,189.2,7.1,,,,,1
202302,WOHNMOBILE,FIAT DOBLO,22.0,176,,,,22,176,6.6,,,,,
202302,WOHNMOBILE,FIAT DUCATO,1678.0,280.9,4,295,12.7,1674,280.8,10.6,,,,,
202302,WOHNMOBILE,"FORD TRANSIT, TOURNEO",485.0,263.2,2,328,14.1,481,262.9,9.9,,1,,,
202302,WOHNMOBILE,IVECO DAILY,62.0,,,,,62,,,,,,,
202302,WOHNMOBILE,MAN TGE,137.0,313.9,,,,137,313.9,11.8,,,,,
202302,WOHNMOBILE,MERCEDES SPRINTER,394.0,341,1,,,393,341,12.9,,,,,
202302,WOHNMOBILE,MERCEDES V-KLASSE,117.0,221,,,,117,221,8.3,,,,,
202302,WOHNMOBILE,MERCEDES VITO,20.0,199.2,,,,20,199.2,7.5,,,,,
202302,WOHNMOBILE,OPEL ZAFIRA LIFE,23.0,201.4,,,,23,201.4,7.6,,,,,
202302,WOHNMOBILE,PEUGEOT BOXER,205.0,275.1,2,357,15.4,203,274.6,10.4,,,,,
202302,WOHNMOBILE,PEUGEOT EXPERT,8.0,182,,,,8,182,6.9,,,,,
202302,WOHNMOBILE,RENAULT MASTER,6.0,311,1,,,5,311,11.7,,,,,
202302,WOHNMOBILE,RENAULT TRAFIC,28.0,250.9,,,,28,250.9,9.5,,,,,
202302,WOHNMOBILE,VW CADDY,22.0,148.1,12,153.8,6.6,10,141.2,5.3,,,,,
202302,WOHNMOBILE,VW CRAFTER,364.0,294.9,,,,364,294.9,11.1,,,,,
202302,WOHNMOBILE,VW TRANSPORTER,755.0,213.4,,,,755,213.4,8.1,,,,,
202302,WOHNMOBILE,SONSTIGE,150.0,290.4,2,,,148,290.4,11,,,,,
202302,SONSTIGE,SONSTIGE,1537.0,161.5,909,261.8,11.3,83,206.7,7.8,,11,319,113,215
202303,MINIS,DACIA SPRING,514.0,,,,,,,,,,,,514
202303,MINIS,FIAT 500,4384.0,74,423,151.6,6.5,,,,,,2427,,1534
202303,MINIS,FIAT PANDA,940.0,112.2,24,156,6.7,,,,,,916,,
202303,MINIS,HYUNDAI I 10,1475.0,119.3,1475,119.3,5.1,,,,,,,,
202303,MINIS,KIA PICANTO,685.0,115.8,685,115.8,5,,,,,,,,
202303,MINIS,RENAULT TWINGO,777.0,34.4,230,117.3,5.1,,,,,,,,547
202303,MINIS,SMART FORTWO,1495.0,,,,,,,,,,,,1495
202303,MINIS,TOYOTA AYGO,792.0,109.2,792,109.2,4.7,,,,,,,,
202303,MINIS,VW UP,1366.0,91,1062,116.3,5,,,,14,,,,290
202303,MINIS,SONSTIGE,3.0,,,,,,,,,,,,3
202303,KLEINWAGEN,AUDI A1,2660.0,136.3,2660,136.3,5.9,,,,,,,,
202303,KLEINWAGEN,CITROEN C3,497.0,133.3,475,133.6,5.8,22,125.6,4.7,,,,,
202303,KLEINWAGEN,DS DS3,57.0,91,36,133,5.7,3,133,5,,,,,18
202303,KLEINWAGEN,FORD FIESTA,1591.0,126,1180,128.5,5.5,,,,,,411,,
202303,KLEINWAGEN,FORD PUMA,1573.0,130.9,168,150.5,6.5,3,121,4.6,,,1402,,
202303,KLEINWAGEN,HONDA E,24.0,,,,,,,,,,,,24
202303,KLEINWAGEN,HONDA JAZZ,203.0,104.3,,,,,,,,,203,,
202303,KLEINWAGEN,HYUNDAI I 20,733.0,125.8,498,129.6,5.6,,,,,,235,,
202303,KLEINWAGEN,KIA RIO,407.0,123.5,319,123.1,5.3,,,,,,88,,
202303,KLEINWAGEN,MAZDA 2,1215.0,106.4,722,115.5,5,,,,,,493,,
202303,KLEINWAGEN,MINI MINI,5113.0,102.9,3695,139.6,6,69,136.3,5.1,,,49,49,1300
202303,KLEINWAGEN,"MITSUBISHI MIRAGE, SPACE STAR",1170.0,117.1,1170,117.1,5,,,,,,,,
202303,KLEINWAGEN,NISSAN JUKE,488.0,123.4,226,135.7,5.9,,,,,,262,,
202303,KLEINWAGEN,NISSAN MICRA,172.0,131.3,172,131.3,5.7,,,,,,,,
202303,KLEINWAGEN,OPEL CORSA,5123.0,107,4328,118.5,5.1,321,110.4,4.2,,,,,474
202303,KLEINWAGEN,PEUGEOT 208,1100.0,46.4,408,118.6,5.1,32,109.4,4.1,,,,,660
202303,KLEINWAGEN,RENAULT CLIO,1007.0,121.5,880,124.7,5.4,10,110,4.2,,3,114,,
202303,KLEINWAGEN,RENAULT ZOE,432.0,,,,,,,,,,,,432
202303,KLEINWAGEN,SEAT IBIZA,1484.0,122.8,1451,123.2,5.3,,,,33,,,,
202303,KLEINWAGEN,SKODA FABIA,1795.0,119,1795,119,5.1,,,,,,,,
202303,KLEINWAGEN,SUZUKI IGNIS,248.0,117.5,,,,,,,,,248,,
202303,KLEINWAGEN,SUZUKI SWIFT,498.0,116.3,,,,,,,,,498,,
202303,KLEINWAGEN,TOYOTA YARIS,2357.0,101.9,220,135.6,5.8,,,,,,2137,,
202303,KLEINWAGEN,VW POLO,3109.0,129,3086,129.2,5.6,,,,23,,,,
202303,KLEINWAGEN,SONSTIGE,4.0,,,,,,,,,,,,4
202303,KOMPAKTKLASSE,AUDI A3,3208.0,135.4,1075,176.4,7.6,946,126.7,4.8,3,,1184,260,
202303,KOMPAKTKLASSE,BMW 1ER,1885.0,137.1,1573,138.2,6,312,131.3,5,,,,,
202303,KOMPAKTKLASSE,BMW 2ER,2155.0,134.3,1261,148.7,6.4,326,129.4625,4.9,,,568,142,
202303,KOMPAKTKLASSE,CITROEN C4,380.0,35.9,94,129.3,5.6,12,122.75,4.6,,,,,274
202303,KOMPAKTKLASSE,DACIA SANDERO,2064.0,124.5,1600,127.7,5.5,,,,,464,,,
202303,KOMPAKTKLASSE,DS DS4,70.0,123.9,53,145.3,6.3,5,130.5,4.9,,,12,12,
202303,KOMPAKTKLASSE,FIAT TIPO,55.0,119.2,6,125.8,5.4,9,119.1,4.5,,,40,,
202303,KOMPAKTKLASSE,FORD FOCUS,2788.0,131,323,160.1,6.9,610,130.3,4.9,,,1855,,
202303,KOMPAKTKLASSE,GWM FUNKY CAT,162.0,,,,,,,,,,,,162
202303,KOMPAKTKLASSE,HONDA CIVIC,102.0,122.2,18,182.9,7.9,,,,,,84,,
202303,KOMPAKTKLASSE,HYUNDAI I 30,1353.0,141.7,459,163.8,7.1,,,,,,894,,
202303,KOMPAKTKLASSE,HYUNDAI IONIQ,7.0,93.7,,,,,,,,,7,1,
202303,KOMPAKTKLASSE,KIA CEED,2129.0,131.5,1804,142.1,6.1,,,,,,325,183,
202303,KOMPAKTKLASSE,MAZDA 3,513.0,131.7,,,,,,,,,513,,
202303,KOMPAKTKLASSE,MAZDA MX-5,384.0,153,384,153,6.6,,,,,,,,
202303,KOMPAKTKLASSE,MERCEDES A-KLASSE,2636.0,118.7,242,171.1,7.4,414,133.2,5,,,1980,525,
202303,KOMPAKTKLASSE,MG ROEWE 4,1389.0,,,,,,,,,,,,1389
202303,KOMPAKTKLASSE,NISSAN LEAF,227.0,,,,,,,,,,,,227
202303,KOMPAKTKLASSE,OPEL ASTRA,1809.0,105.9,1294,126.5,5.5,142,128,4.8,,,331,331,42
202303,KOMPAKTKLASSE,PEUGEOT 308,604.0,121.5,352,129.6,5.6,211,127.4,4.8,,,41,41,
202303,KOMPAKTKLASSE,RENAULT MEGANE,715.0,60.5,183,141.9,6.1,134,123.5,4.7,,,29,29,369
202303,KOMPAKTKLASSE,SEAT BORN,1258.0,,,,,,,,,,,,1258
202303,KOMPAKTKLASSE,SEAT LEON,2101.0,125.3,981,163.5,7,180,120.2,4.5,4,,936,431,
202303,KOMPAKTKLASSE,SKODA OCTAVIA,4970.0,124.9,580,152,6.6,3955,124.9,4.7,15,,420,153,
202303,KOMPAKTKLASSE,SKODA SCALA,617.0,125,616,125,5.4,,,,1,,,,
202303,KOMPAKTKLASSE,SUBARU IMPREZA,12.0,174.7,2,178,7.7,,,,,,10,,
202303,KOMPAKTKLASSE,SUZUKI SWACE,155.0,102.5,,,,,,,,,155,,
202303,KOMPAKTKLASSE,TOYOTA COROLLA,1221.0,108.7,6,108.7,4.7,,,,,,1215,,
202303,KOMPAKTKLASSE,TOYOTA PRIUS,1.0,28,,,,,,,,,1,1,
202303,KOMPAKTKLASSE,VW GOLF,7253.0,133.5,3577,145,6.3,2237,122.4,4.6,10,,1429,67,
202303,KOMPAKTKLASSE,VW ID.3,2582.0,,,,,,,,,,,,2582
202303,MITTELKLASSE,ALFA ROMEO GIULIA,131.0,184.2,120,187.9,8.1,11,144.5,5.5,,,,,
202303,MITTELKLASSE,AUDI A4,4328.0,152,95,225.6,9.7,,,,9,,4224,,
202303,MITTELKLASSE,AUDI A5,1184.0,168,116,216.8,9.3,1,168,6.3,1,,1066,,
202303,MITTELKLASSE,BMW 3ER,3228.0,138,927,175.1,7.5,1,114,4.3,,,2300,445,
202303,MITTELKLASSE,BMW 4ER,2257.0,123,838,176.9,7.6,,,,,,799,,620
202303,MITTELKLASSE,CITROEN C5,492.0,128,318,147,6.3,94,138.1,5.2,,,80,80,
202303,MITTELKLASSE,FORD MONDEO,8.0,135.875,,,,3,141.7,5.3,,,5,,
202303,MITTELKLASSE,HYUNDAI G70,18.0,195.9,9,205,8.8,9,186.8,7,,,,,
202303,MITTELKLASSE,HYUNDAI IONIQ6,478.0,,,,,,,,,,,,478
202303,MITTELKLASSE,JAGUAR XE,90.0,174.1,60,188.9,8.1,,,,,,30,,
202303,MITTELKLASSE,KIA STINGER,70.0,247,70,247,10.6,,,,,,,,
202303,MITTELKLASSE,MAZDA 6,512.0,168,512,168,7.2,,,,,,,,
202303,MITTELKLASSE,MERCEDES C-KLASSE,4583.0,109.1,346,213.6,9.2,63,147.9,5.6,,,4174,1319,
202303,MITTELKLASSE,MERCEDES CLA-KLASSE,1565.0,120.5,804,157.3,6.8,369,136,5.1,,,392,381,
202303,MITTELKLASSE,MG ROEWE 5,227.0,,,,,,,,,,,,227
202303,MITTELKLASSE,NIO ET5,50.0,,,,,,,,,,,,50
202303,MITTELKLASSE,OPEL INSIGNIA,462.0,134.9,5,196.4,8.5,457,134.3,5.1,,,,,
202303,MITTELKLASSE,PEUGEOT 408,112.0,73.4,45,136,5.9,,,,,,67,67,
202303,MITTELKLASSE,PEUGEOT 508,225.0,107.9,33,136.75,5.9,132,130.7,4.9,,,60,60,
202303,MITTELKLASSE,POLESTAR 2,756.0,,,,,,,,,,,,756
202303,MITTELKLASSE,RENAULT TALISMAN,3.0,154.3,,,,3,154.3,5.8,,,,,
202303,MITTELKLASSE,SKODA SUPERB,1511.0,140,220,170.8,7.4,1182,144.5,5.5,,,109,109,
202303,MITTELKLASSE,TESLA MODEL 3,2560.0,,,,,,,,,,,,2560
202303,MITTELKLASSE,VOLVO 60,403.0,119,,,,1,146,5.5,,,402,102,
202303,MITTELKLASSE,VW ARTEON,1231.0,161.4,619,188,8.1,557,144.9,5.5,,,55,55,
202303,MITTELKLASSE,VW PASSAT,4041.0,135.5,868,155.2,6.7,3053,134,5.1,,,120,120,
202303,MITTELKLASSE,SONSTIGE,3.0,298,3,298,12.8,,,,,,,,
202303,OBERE MITTELKLASSE,AUDI A6,3312.0,151.5,8,,,9,,,,,3295,593,
202303,OBERE MITTELKLASSE,BMW 5ER,2541.0,142.4,111,249.4,10.8,,,,,,2430,278,
202303,OBERE MITTELKLASSE,HYUNDAI G80,11.0,159.5,6,201.5,8.7,3,182,6.9,,,,,2
202303,OBERE MITTELKLASSE,JAGUAR XF,26.0,152.7,3,192.7,8.3,,,,,,23,,
202303,OBERE MITTELKLASSE,LEXUS ES,17.0,121,,,,,,,,,17,,
202303,OBERE MITTELKLASSE,MERCEDES E-KLASSE,2300.0,115.9,57,280.2,12.1,435,160.1,6,,,1312,144,496
202303,OBERE MITTELKLASSE,SUBARU OUTBACK,99.0,193,99,193,8.3,,,,,,,,
202303,OBERE MITTELKLASSE,TOYOTA CAMRY,5.0,125,3,125,5.4,,,,,,2,,
202303,OBERE MITTELKLASSE,TOYOTA MIRAI,14.0,,,,,,,,,,,,
202303,OBERE MITTELKLASSE,VOLVO 90,185.0,110.5,,,,2,157,5.9,,,182,63,1
202303,OBERE MITTELKLASSE,SONSTIGE,2.0,33,,,,,,,,,2,2,
202303,OBERKLASSE,AUDI A7,236.0,152.5,,,,,,,,,236,66,
202303,OBERKLASSE,AUDI A8,177.0,183,2,,,,,,,,175,28,
202303,OBERKLASSE,AUDI E-TRON GT,180.0,,,,,,,,,,,,180
202303,OBERKLASSE,BENTLEY CONTINENTAL,66.0,291.8,65,295.3,12.7,,,,,,1,,
202303,OBERKLASSE,BMW 6ER,44.0,177.4,,,,,,,,,44,,
202303,OBERKLASSE,BMW 7ER,281.0,75.4,,,,,,,,,205,87,76
202303,OBERKLASSE,BMW 8ER,227.0,231.8,186,242.5,10.5,,,,,,41,,
202303,OBERKLASSE,JAGUAR XJ,1.0,,1,,,,,,,,,,
202303,OBERKLASSE,LEXUS LS,1.0,215,,,,,,,,,1,,
202303,OBERKLASSE,LUCID AIR,1.0,,,,,,,,,,,,1
202303,OBERKLASSE,MASERATI GHIBLI,8.0,232.875,5,259.6,11.2,,,,,,3,,
202303,OBERKLASSE,MASERATI QUATTROPORTE,6.0,259.5,6,259.5,11.2,,,,,,,,
202303,OBERKLASSE,MERCEDES CLS,131.0,190.3,,,,47,175.5,6.6,,,84,,
202303,OBERKLASSE,MERCEDES S-KLASSE,945.0,122.7,33,350.3,15.1,244,186,7,,,339,100,329
202303,OBERKLASSE,NIO ET7,23.0,,,,,,,,,,,,23
202303,OBERKLASSE,PORSCHE PANAMERA,115.0,204.4,56,277.3,12,,,,,,59,59,
202303,OBERKLASSE,PORSCHE TAYCAN,288.0,,,,,,,,,,,,288
202303,OBERKLASSE,ROLLS ROYCE DAWN,1.0,368,1,368,15.9,,,,,,,,
202303,OBERKLASSE,ROLLS ROYCE WRAITH,2.0,359,2,359,15.5,,,,,,,,
202303,OBERKLASSE,TESLA MODEL S,313.0,,,,,,,,,,,,313
202303,SUVS,AIWAYS U6,15.0,,,,,,,,,,,,15
202303,SUVS,ALFA ROMEO STELVIO,142.0,192.8,87,208,9,55,163.2,6.2,,,,,
202303,SUVS,ALFA ROMEO TONALE,261.0,117.8,,,,86,147.4,5.6,,,175,60,
202303,SUVS,AUDI Q2,1979.0,140.6,1568,142.7,6.2,411,132.3,5,,,,,
202303,SUVS,AUDI Q4,1649.0,,,,,,,,,,,,1649
202303,SUVS,BMW IX,409.0,,,,,,,,,,,,409
202303,SUVS,BMW X1,3367.0,79.7,528,146.3,6.3,309,132.7,5,,,1555,540,975
202303,SUVS,BMW X2,383.0,138.8,225,153.9,6.6,120,141.3,5.3,,,38,38,
202303,SUVS,BMW XM,14.0,35.6,,,,,,,,,14,14,
202303,SUVS,BYD ATTO 3,7.0,,,,,,,,,,,,7
202303,SUVS,CADILLAC XT4,14.0,206.9,12,213,9.2,2,173.5,6.5,,,,,
202303,SUVS,DACIA DUSTER,2142.0,140.7,1582,143.9,6.2,309,135.9,5.1,,251,,,
202303,SUVS,DS DS7 CROSSBACK,95.0,119,51,156.1,6.7,15,142.6,5.4,,,29,29,
202303,SUVS,FORD ECOSPORT,427.0,148.2,427,148.2,6.4,,,,,,,,
202303,SUVS,FORD EXPLORER,45.0,74.7,,,,,,,,,45,45,
202303,SUVS,FORD KUGA,1649.0,97.8,412,151.5,6.5,389,150.3,5.7,,,848,657,
202303,SUVS,FORD MUSTANG MACH-E,427.0,,,,,,,,,,,,427
202303,SUVS,HONDA CR-V,101.0,156.8,,,,,,,,,101,,
202303,SUVS,HONDA HR-V,35.0,122,,,,,,,,,35,,
