DATE,MARKE,INSGESAMT,WEISS,GELB,ORANGE,ROT,LILA/VIOLETT,BLAU,GRUN,GRAU,BRAUN,SCHWARZ,SONSTIGE
202303,BENTLEY,97.0,8.0,1.0,,3.0,1.0,13.0,10.0,25.0,5.0,31.0,
202303,BMW,21246.0,4130.0,36.0,97.0,407.0,106.0,2291.0,854.0,5440.0,8.0,7871.0,6.0
202303,BYD,7.0,2.0,,,1.0,,,,4.0,,,
202303,CADILLAC,20.0,5.0,,,1.0,,,,2.0,1.0,11.0,
202303,CITROEN,4028.0,1114.0,1.0,21.0,82.0,,306.0,,1082.0,7.0,477.0,938.0
202303,DACIA,5931.0,1016.0,,470.0,88.0,,610.0,101.0,2600.0,248.0,796.0,2.0
202303,DS,224.0,46.0,,,9.0,,7.0,,115.0,3.0,44.0,
202303,FERRARI,211.0,5.0,10.0,,83.0,,10.0,16.0,47.0,1.0,39.0,
202303,FIAT,8190.0,1788.0,,20.0,452.0,1.0,664.0,597.0,1391.0,,1408.0,1869.0
202303,FORD,11498.0,2173.0,20.0,97.0,726.0,,1370.0,138.0,3393.0,,2815.0,766.0
202303,GWM,164.0,41.0,25.0,,28.0,1.0,23.0,19.0,,1.0,26.0,
202303,HONDA,465.0,142.0,,,86.0,,44.0,,85.0,11.0,97.0,
202303,HYUNDAI,9687.0,1570.0,109.0,142.0,453.0,1.0,1570.0,419.0,3586.0,189.0,1646.0,2.0
202303,IVECO,87.0,21.0,,,,,,,,,,66.0
202303,JAGUAR,432.0,51.0,2.0,2.0,16.0,,28.0,13.0,164.0,,156.0,
202303,JEEP,1032.0,141.0,4.0,,48.0,5.0,91.0,4.0,367.0,5.0,367.0,
202303,KIA,6371.0,1602.0,167.0,65.0,362.0,,430.0,463.0,1961.0,24.0,1297.0,
202303,LADA,14.0,,,,,,,3.0,6.0,1.0,3.0,1.0
202303,LAMBORGHINI,114.0,6.0,9.0,7.0,8.0,5.0,6.0,25.0,14.0,1.0,33.0,
202303,LAND ROVER,1594.0,196.0,9.0,2.0,31.0,,63.0,63.0,563.0,97.0,569.0,1.0
202303,LEXUS,257.0,25.0,1.0,,7.0,,26.0,29.0,81.0,11.0,77.0,
202303,LOTUS,26.0,,1.0,,1.0,,7.0,7.0,10.0,,,
202303,LUCID,1.0,1.0,,,,,,,,,,
202303,LYNK & CO,429.0,,,,,,250.0,,,,179.0,
202303,MAN,340.0,128.0,,,1.0,,2.0,1.0,6.0,,4.0,198.0
202303,MASERATI,135.0,33.0,1.0,,1.0,,13.0,2.0,37.0,,48.0,
202303,MAZDA,5791.0,973.0,152.0,,1296.0,,442.0,41.0,1514.0,304.0,1069.0,
202303,MERCEDES,28108.0,4800.0,387.0,7.0,823.0,25.0,1643.0,179.0,9218.0,152.0,10166.0,708.0
202303,MG ROEWE,2010.0,806.0,,26.0,149.0,,98.0,,400.0,,531.0,
202303,MINI,5113.0,493.0,84.0,,322.0,,744.0,726.0,1344.0,,1398.0,2.0
202303,MITSUBISHI,1658.0,595.0,62.0,,392.0,,135.0,,327.0,1.0,146.0,
202303,MORGAN,8.0,1.0,,,1.0,,1.0,2.0,1.0,,1.0,1.0
202303,NIO,122.0,21.0,9.0,,,,35.0,,25.0,,32.0,
202303,NISSAN,4590.0,966.0,1.0,56.0,507.0,,352.0,4.0,1762.0,18.0,921.0,3.0
202303,OPEL,13317.0,3061.0,124.0,358.0,1939.0,,1065.0,298.0,2947.0,8.0,3487.0,30.0
202303,PEUGEOT,4879.0,846.0,238.0,116.0,282.0,,721.0,67.0,1258.0,37.0,998.0,316.0
202303,POLESTAR,756.0,223.0,,,,1.0,102.0,,278.0,,152.0,
202303,PORSCHE,3548.0,356.0,27.0,32.0,140.0,11.0,323.0,185.0,1225.0,32.0,1216.0,1.0
202303,RENAULT,6100.0,1856.0,40.0,174.0,667.0,13.0,582.0,,1435.0,65.0,1245.0,23.0
202303,ROLLS ROYCE,38.0,7.0,,,1.0,,4.0,3.0,10.0,,13.0,
202303,SEAT,11715.0,2721.0,,1.0,796.0,,739.0,208.0,4814.0,2.0,2422.0,12.0
202303,SKODA,16040.0,3038.0,1.0,228.0,471.0,2.0,2359.0,139.0,5640.0,,4160.0,2.0
202303,SMART,1809.0,363.0,57.0,,252.0,,110.0,103.0,331.0,,593.0,
202303,SSANGYONG,147.0,17.0,,,21.0,,30.0,,41.0,,38.0,
202303,SUBARU,479.0,27.0,12.0,,31.0,,51.0,64.0,223.0,23.0,48.0,
202303,SUZUKI,3283.0,486.0,178.0,23.0,459.0,,505.0,31.0,925.0,231.0,445.0,
202303,TESLA,8703.0,4229.0,,,238.0,1.0,467.0,,1173.0,,2593.0,2.0
202303,TOYOTA,6655.0,1762.0,59.0,81.0,544.0,11.0,310.0,442.0,2112.0,230.0,1101.0,3.0
202303,VOLVO,4281.0,455.0,,50.0,,,547.0,101.0,1257.0,,1864.0,7.0
202303,VW,49894.0,9902.0,423.0,186.0,2028.0,69.0,4689.0,373.0,19953.0,108.0,11197.0,966.0
202303,SONSTIGE,1398.0,343.0,7.0,11.0,68.0,8.0,176.0,44.0,218.0,17.0,351.0,155.0
202304,ALFA ROMEO,576.0,48.0,1.0,,152.0,,61.0,31.0,89.0,,194.0,
202304,ALPINE,35.0,6.0,,3.0,,,14.0,1.0,8.0,1.0,2.0,
202304,ASTON MARTIN,40.0,2.0,,,4.0,,6.0,8.0,11.0,,9.0,
202304,AUDI,17788.0,2189.0,139.0,25.0,302.0,29.0,1828.0,339.0,5840.0,18.0,7078.0,1.0
202304,BENTLEY,70.0,4.0,,,2.0,,7.0,10.0,17.0,2.0,28.0,
202304,BMW,17262.0,3348.0,26.0,75.0,270.0,70.0,1549.0,650.0,4644.0,7.0,6617.0,6.0
202304,BYD,47.0,15.0,,,6.0,,9.0,,17.0,,,
202304,CADILLAC,10.0,,,,,,1.0,,1.0,,8.0,
202304,CITROEN,2884.0,748.0,2.0,6.0,37.0,,240.0,,813.0,2.0,270.0,766.0
202304,DACIA,4471.0,1021.0,,232.0,72.0,,504.0,120.0,1760.0,217.0,545.0,
202304,DS,116.0,18.0,,,13.0,,10.0,,50.0,1.0,24.0,
202304,FERRARI,184.0,5.0,10.0,,67.0,2.0,4.0,9.0,43.0,,44.0,
202304,FIAT,5081.0,999.0,,13.0,698.0,,303.0,224.0,650.0,,651.0,1543.0
202304,FORD,8159.0,1670.0,6.0,103.0,460.0,,986.0,91.0,2385.0,1.0,1777.0,680.0
202304,GWM,101.0,13.0,9.0,1.0,17.0,,20.0,14.0,8.0,,19.0,
202304,HONDA,290.0,83.0,,,43.0,,39.0,,57.0,10.0,58.0,
202304,HYUNDAI,7904.0,1284.0,67.0,104.0,513.0,2.0,1073.0,361.0,3094.0,154.0,1251.0,1.0
202304,INEOS,10.0,1.0,,,,,2.0,1.0,4.0,,2.0,
202304,IVECO,76.0,8.0,,,,,1.0,,6.0,,,61.0
202304,JAGUAR,194.0,22.0,,2.0,12.0,,13.0,8.0,71.0,,66.0,
202304,JEEP,590.0,88.0,10.0,1.0,29.0,1.0,63.0,4.0,203.0,,191.0,
202304,KIA,6181.0,1633.0,128.0,60.0,300.0,,408.0,481.0,1919.0,5.0,1246.0,1.0
202304,LADA,9.0,,,,2.0,,,,5.0,2.0,,
202304,LAMBORGHINI,68.0,4.0,7.0,3.0,2.0,1.0,4.0,10.0,12.0,1.0,24.0,
202304,LAND ROVER,818.0,102.0,5.0,,15.0,,32.0,35.0,289.0,43.0,297.0,
202304,LEXUS,262.0,42.0,,2.0,6.0,,14.0,31.0,102.0,2.0,63.0,
202304,LOTUS,37.0,,2.0,,3.0,,4.0,11.0,17.0,,,
202304,LYNK & CO,194.0,,,,,,71.0,,,,123.0,
202304,MAN,227.0,66.0,,,,,,,7.0,,3.0,151.0
202304,MASERATI,81.0,16.0,1.0,,1.0,,12.0,,16.0,2.0,33.0,
202304,MAXUS,2.0,1.0,,,,,,,,,1.0,
202304,MAZDA,2821.0,661.0,46.0,,528.0,,213.0,21.0,726.0,159.0,467.0,
202304,MERCEDES,20990.0,3549.0,252.0,8.0,548.0,14.0,1134.0,170.0,6860.0,82.0,7785.0,588.0
202304,MG ROEWE,1163.0,436.0,,8.0,72.0,,49.0,,351.0,,247.0,
202304,MINI,3645.0,337.0,49.0,,236.0,,589.0,473.0,945.0,,1016.0,
202304,MITSUBISHI,1400.0,503.0,52.0,,403.0,,102.0,,211.0,5.0,124.0,
202304,MORGAN,10.0,1.0,1.0,,1.0,,2.0,2.0,3.0,,,
202304,NIO,25.0,4.0,2.0,,1.0,,7.0,,4.0,,7.0,
202304,NISSAN,2063.0,420.0,,38.0,225.0,,155.0,10.0,816.0,14.0,381.0,4.0
202304,OPEL,11652.0,2482.0,105.0,371.0,1644.0,1.0,941.0,314.0,2620.0,6.0,3135.0,33.0
202304,PEUGEOT,3379.0,562.0,174.0,85.0,219.0,,511.0,47.0,887.0,32.0,641.0,221.0
202304,POLESTAR,544.0,95.0,,,,,87.0,,253.0,,109.0,
202304,PORSCHE,2768.0,285.0,31.0,13.0,114.0,9.0,208.0,147.0,952.0,27.0,982.0,
202304,RENAULT,4639.0,1281.0,15.0,100.0,482.0,7.0,439.0,,1217.0,67.0,996.0,35.0
202304,ROLLS ROYCE,36.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,,16.0,
202304,SEAT,10182.0,2377.0,,,672.0,,497.0,137.0,4251.0,,2236.0,12.0
202304,SKODA,11990.0,2273.0,6.0,130.0,317.0,1.0,1759.0,84.0,4212.0,,3208.0,
202304,SMART,1560.0,414.0,35.0,1.0,150.0,,89.0,47.0,263.0,,560.0,1.0
202304,SSANGYONG,149.0,15.0,,,17.0,,33.0,,39.0,,42.0,3.0
202304,SUBARU,327.0,28.0,4.0,,33.0,,41.0,43.0,125.0,22.0,31.0,
202304,SUZUKI,1119.0,174.0,39.0,18.0,183.0,,163.0,47.0,271.0,71.0,153.0,
202304,TESLA,2420.0,1133.0,,,69.0,,105.0,,361.0,,752.0,
202304,TOYOTA,5268.0,1558.0,40.0,29.0,346.0,9.0,262.0,365.0,1623.0,219.0,815.0,2.0
202304,VOLVO,3004.0,363.0,,66.0,,,391.0,78.0,877.0,1.0,1227.0,1.0
202304,VW,36940.0,7616.0,364.0,109.0,1679.0,42.0,3511.0,272.0,14499.0,77.0,7966.0,805.0
202304,SONSTIGE,1086.0,247.0,16.0,11.0,89.0,5.0,125.0,32.0,223.0,6.0,208.0,124.0
202304,DAR. HALTERINNEN,22947.0,4720.0,243.0,342.0,1908.0,33.0,2219.0,716.0,7026.0,262.0,4679.0,799.0
202305,AIWAYS,1.0,,,,,,,,1.0,,,
202305,ALFA ROMEO,609.0,43.0,,,221.0,,40.0,26.0,81.0,,198.0,
202305,ALPINE,51.0,11.0,,6.0,,,26.0,,3.0,,5.0,
202305,ASTON MARTIN,58.0,3.0,1.0,,3.0,,2.0,15.0,19.0,,15.0,
202305,AUDI,22143.0,2989.0,176.0,64.0,329.0,24.0,2361.0,449.0,7238.0,14.0,8494.0,5.0
202305,BENTLEY,104.0,9.0,1.0,1.0,2.0,,16.0,14.0,25.0,7.0,29.0,
202305,BMW,27489.0,5690.0,40.0,111.0,404.0,95.0,2279.0,906.0,7291.0,5.0,10664.0,4.0
202305,BYD,54.0,21.0,,,6.0,,3.0,,23.0,,1.0,
202305,CADILLAC,31.0,3.0,,,1.0,,1.0,,5.0,1.0,20.0,
202305,CITROEN,3700.0,977.0,,6.0,73.0,,339.0,,1125.0,6.0,418.0,756.0
202305,DACIA,5658.0,1166.0,,298.0,107.0,,516.0,238.0,2471.0,216.0,644.0,2.0
202305,DS,146.0,24.0,,,16.0,,13.0,,55.0,2.0,36.0,
202305,FERRARI,171.0,8.0,12.0,,53.0,2.0,9.0,12.0,41.0,,34.0,
202305,FIAT,5650.0,1352.0,,22.0,665.0,1.0,192.0,288.0,668.0,,694.0,1768.0
202305,FORD,10913.0,1868.0,22.0,118.0,682.0,,1595.0,109.0,3376.0,1.0,2405.0,737.0
202305,GWM,155.0,34.0,8.0,,27.0,,19.0,24.0,19.0,,24.0,
202305,HONDA,433.0,127.0,,,72.0,,36.0,,110.0,14.0,74.0,
202305,HYUNDAI,9341.0,1713.0,59.0,80.0,639.0,7.0,1220.0,402.0,3499.0,155.0,1566.0,1.0
202305,INEOS,58.0,3.0,,,2.0,,9.0,7.0,29.0,,8.0,
202305,IVECO,93.0,15.0,,,,,1.0,,4.0,,,73.0
202305,JAGUAR,181.0,20.0,,1.0,9.0,,13.0,19.0,52.0,,65.0,2.0
202305,JEEP,960.0,88.0,95.0,4.0,88.0,,176.0,5.0,204.0,,299.0,1.0
202305,KIA,6684.0,1792.0,108.0,65.0,393.0,,390.0,504.0,2195.0,9.0,1227.0,1.0
202305,LADA,14.0,2.0,,,1.0,,,2.0,5.0,3.0,1.0,
202305,LAMBORGHINI,112.0,5.0,8.0,6.0,5.0,1.0,4.0,21.0,31.0,,29.0,2.0
202305,LAND ROVER,884.0,104.0,4.0,,8.0,,35.0,46.0,270.0,53.0,364.0,
202305,LEVC,1.0,1.0,,,,,,,,,,
202305,LEXUS,240.0,34.0,,1.0,4.0,,13.0,29.0,79.0,4.0,76.0,
202305,LOTUS,37.0,,7.0,,2.0,,8.0,8.0,12.0,,,
202305,LUCID,1.0,1.0,,,,,,,,,,
202305,LYNK & CO,237.0,,,,,,193.0,,,,44.0,
202305,MAN,199.0,72.0,,,1.0,,1.0,1.0,11.0,,3.0,110.0
202305,MASERATI,82.0,15.0,,,,,16.0,,19.0,,32.0,
202305,MAXUS,6.0,,,,,,1.0,,3.0,,2.0,
202305,MAZDA,3279.0,697.0,61.0,,621.0,,255.0,16.0,826.0,188.0,615.0,
202305,MERCEDES,27911.0,4773.0,360.0,11.0,735.0,13.0,1730.0,139.0,9449.0,97.0,10040.0,564.0
202305,MG ROEWE,1780.0,639.0,,7.0,135.0,,112.0,,462.0,,425.0,
202305,MINI,3788.0,444.0,64.0,,231.0,,619.0,525.0,824.0,,1081.0,
202305,MITSUBISHI,1538.0,488.0,80.0,,306.0,,167.0,,290.0,4.0,201.0,2.0
202305,MORGAN,6.0,1.0,1.0,,,,2.0,1.0,,,1.0,
202305,NIO,44.0,5.0,3.0,,2.0,,12.0,2.0,4.0,,16.0,
202305,NISSAN,1817.0,350.0,,32.0,207.0,,156.0,15.0,662.0,14.0,370.0,11.0
202305,OPEL,10405.0,2529.0,129.0,410.0,1414.0,,946.0,201.0,2094.0,2.0,2623.0,57.0
202305,PEUGEOT,3521.0,680.0,173.0,110.0,211.0,,507.0,37.0,833.0,33.0,674.0,263.0
202305,POLESTAR,629.0,93.0,,,,,61.0,,348.0,,127.0,
202305,PORSCHE,2992.0,318.0,24.0,10.0,119.0,3.0,170.0,177.0,1064.0,30.0,1077.0,
202305,RENAULT,5287.0,1461.0,17.0,118.0,516.0,21.0,580.0,,1411.0,50.0,1077.0,36.0
202305,ROLLS ROYCE,29.0,4.0,,,,2.0,4.0,1.0,5.0,,13.0,
202305,SEAT,11434.0,2808.0,,,755.0,,514.0,210.0,4620.0,3.0,2517.0,7.0
202305,SKODA,13157.0,2490.0,3.0,184.0,335.0,1.0,2044.0,101.0,4623.0,1.0,3374.0,1.0
202305,SMART,1623.0,433.0,82.0,1.0,123.0,,92.0,80.0,237.0,,572.0,3.0
202305,SSANGYONG,172.0,29.0,,1.0,27.0,,31.0,,37.0,,46.0,1.0
202305,SUBARU,344.0,37.0,4.0,,17.0,,59.0,45.0,136.0,23.0,23.0,
202305,SUZUKI,1478.0,241.0,50.0,29.0,256.0,,184.0,53.0,377.0,105.0,182.0,1.0
202305,TESLA,5265.0,2822.0,,,216.0,1.0,242.0,1.0,725.0,,1257.0,1.0
202305,TOYOTA,5768.0,1687.0,57.0,44.0,551.0,21.0,381.0,311.0,1538.0,180.0,992.0,6.0
202305,VOLVO,3091.0,474.0,,74.0,1.0,,393.0,99.0,801.0,,1249.0,
202305,VW,43831.0,9007.0,384.0,136.0,1945.0,48.0,4196.0,304.0,16897.0,87.0,9916.0,911.0
202305,SONSTIGE,1281.0,377.0,9.0,17.0,96.0,5.0,91.0,58.0,199.0,15.0,243.0,171.0
202306,AIWAYS,15.0,3.0,,,,5.0,,,7.0,,,
202306,ALFA ROMEO,594.0,40.0,3.0,,216.0,,31.0,32.0,104.0,1.0,166.0,1.0
202306,ALPINE,56.0,13.0,,4.0,,,27.0,,5.0,,7.0,
202306,ASTON MARTIN,60.0,6.0,1.0,2.0,,1.0,6.0,10.0,18.0,2.0,14.0,
202306,AUDI,24923.0,3201.0,217.0,115.0,337.0,40.0,2529.0,468.0,8160.0,27.0,9828.0,1.0
202306,BENTLEY,86.0,3.0,,1.0,3.0,2.0,15.0,6.0,23.0,2.0,31.0,
202306,BMW,19595.0,3968.0,44.0,109.0,326.0,68.0,1907.0,723.0,5012.0,3.0,7435.0,
202306,BYD,63.0,11.0,,,29.0,,3.0,,16.0,,4.0,
202306,CADILLAC,52.0,8.0,,,1.0,,4.0,,5.0,2.0,31.0,1.0
202306,CITROEN,3509.0,1190.0,1.0,7.0,86.0,,342.0,,926.0,5.0,364.0,588.0
202306,DACIA,8233.0,1494.0,,350.0,120.0,,626.0,784.0,3641.0,403.0,815.0,
202306,DS,262.0,35.0,,,15.0,,20.0,,125.0,1.0,66.0,
202306,FERRARI,178.0,1.0,13.0,,61.0,2.0,3.0,14.0,38.0,,46.0,
202306,FIAT,8084.0,2242.0,1.0,32.0,487.0,,453.0,756.0,1524.0,,1172.0,1417.0
202306,FORD,12049.0,2338.0,18.0,175.0,685.0,,1683.0,119.0,3611.0,,2787.0,633.0
202306,GWM,196.0,34.0,20.0,2.0,30.0,1.0,31.0,27.0,21.0,,30.0,
202306,HONDA,418.0,114.0,,,57.0,,55.0,,81.0,17.0,94.0,
202306,HYUNDAI,10023.0,1961.0,58.0,32.0,621.0,3.0,1348.0,340.0,3671.0,197.0,1792.0,
202306,INEOS,179.0,11.0,,,2.0,,20.0,26.0,87.0,,33.0,
202306,IVECO,101.0,18.0,,,,,,,4.0,,,79.0
202306,JAGUAR,317.0,25.0,,10.0,14.0,,33.0,23.0,105.0,,107.0,
202306,JEEP,1215.0,243.0,45.0,,116.0,,163.0,12.0,273.0,,363.0,
202306,KIA,8353.0,2216.0,87.0,72.0,355.0,,708.0,576.0,2660.0,19.0,1659.0,1.0
202306,LADA,11.0,,,,1.0,,,1.0,4.0,,5.0,
202306,LAMBORGHINI,90.0,6.0,4.0,3.0,1.0,,9.0,15.0,23.0,1.0,27.0,1.0
202306,LAND ROVER,1470.0,167.0,7.0,1.0,19.0,,55.0,113.0,468.0,83.0,556.0,1.0
202306,LEXUS,378.0,50.0,,,8.0,,15.0,47.0,117.0,22.0,119.0,
202306,LOTUS,31.0,,4.0,,4.0,,3.0,8.0,12.0,,,
202306,LUCID,34.0,3.0,5.0,,4.0,,,,11.0,,11.0,
202306,LYNK & CO,130.0,,,,,,91.0,,,,39.0,
202306,MAN,217.0,16.0,,,1.0,,1.0,,27.0,,3.0,169.0
202306,MASERATI,103.0,18.0,1.0,,2.0,,14.0,1.0,30.0,,37.0,
202306,MAXUS,5.0,1.0,,,,,,,1.0,,3.0,
202306,MAZDA,4475.0,878.0,113.0,,902.0,1.0,371.0,14.0,1200.0,236.0,760.0,
202306,MERCEDES,25207.0,4101.0,375.0,12.0,608.0,14.0,1505.0,173.0,8175.0,77.0,9488.0,679.0
202306,MG ROEWE,2633.0,1000.0,,5.0,250.0,,196.0,,589.0,,593.0,
202306,MG ROVER,1.0,,,,,,,,,,1.0,
202306,MINI,4675.0,528.0,72.0,,355.0,,813.0,653.0,1074.0,1.0,1177.0,2.0
202306,MITSUBISHI,1532.0,509.0,85.0,,293.0,,157.0,,293.0,5.0,189.0,1.0
202306,MORGAN,4.0,,,,,1.0,1.0,,,,2.0,
202306,NIO,145.0,16.0,5.0,1.0,,,57.0,,33.0,,33.0,
202306,NISSAN,2757.0,493.0,,54.0,243.0,,221.0,10.0,1169.0,12.0,542.0,13.0
202306,OPEL,14506.0,3687.0,163.0,358.0,1856.0,,1490.0,371.0,2941.0,5.0,3578.0,57.0
202306,PEUGEOT,4548.0,837.0,179.0,147.0,174.0,1.0,504.0,36.0,1670.0,22.0,762.0,216.0
202306,POLESTAR,950.0,122.0,,,,,128.0,,474.0,,226.0,
202306,PORSCHE,3417.0,384.0,33.0,15.0,114.0,7.0,176.0,160.0,1217.0,39.0,1272.0,
202306,RENAULT,7391.0,2180.0,29.0,217.0,728.0,11.0,675.0,,1991.0,68.0,1459.0,33.0
202306,ROLLS ROYCE,29.0,5.0,,1.0,1.0,1.0,2.0,2.0,3.0,,14.0,
202306,SEAT,13455.0,3076.0,,,758.0,,579.0,320.0,5402.0,3.0,3307.0,10.0
202306,SKODA,14758.0,2943.0,4.0,165.0,399.0,,1977.0,92.0,5226.0,1.0,3950.0,1.0
202306,SMART,1706.0,416.0,42.0,,92.0,,73.0,141.0,327.0,,613.0,2.0
202306,SSANGYONG,219.0,54.0,,,17.0,,51.0,,34.0,,62.0,1.0
202306,SUBARU,406.0,43.0,4.0,,40.0,,63.0,74.0,123.0,24.0,35.0,
202306,SUZUKI,1751.0,285.0,44.0,41.0,367.0,2.0,229.0,61.0,414.0,103.0,204.0,1.0
202306,TESLA,8044.0,4026.0,1.0,,405.0,1.0,362.0,,1220.0,1.0,2028.0,
202306,TOYOTA,7614.0,2198.0,61.0,66.0,589.0,18.0,511.0,434.0,2259.0,228.0,1242.0,8.0
202306,VOLVO,4318.0,650.0,,111.0,1.0,,465.0,110.0,1411.0,,1569.0,1.0
202306,VW,53210.0,10945.0,478.0,165.0,2338.0,62.0,4745.0,591.0,20510.0,116.0,12600.0,660.0
202306,SONSTIGE,1358.0,244.0,12.0,16.0,116.0,7.0,163.0,66.0,263.0,11.0,309.0,151.0
202307,AIWAYS,5.0,2.0,,,,2.0,,,1.0,,,
202307,ALFA ROMEO,605.0,37.0,1.0,,212.0,,42.0,31.0,104.0,,178.0,
202307,ALPINE,56.0,9.0,,1.0,,,36.0,,6.0,1.0,3.0,
202307,ASTON MARTIN,30.0,1.0,,,,,1.0,10.0,9.0,,9.0,
202307,AUDI,19926.0,2656.0,204.0,67.0,289.0,39.0,2110.0,320.0,6479.0,22.0,7732.0,8.0
202307,BENTLEY,63.0,4.0,,,,,4.0,8.0,17.0,2.0,28.0,
202307,BMW,18907.0,3550.0,25.0,87.0,334.0,65.0,1872.0,729.0,5408.0,6.0,6830.0,1.0
202307,BYD,404.0,177.0,,,28.0,,29.0,,154.0,,16.0,
202307,CADILLAC,35.0,9.0,,,2.0,,1.0,,8.0,,15.0,
202307,CITROEN,2801.0,878.0,,2.0,77.0,,254.0,1.0,710.0,7.0,312.0,560.0
202307,DACIA,5604.0,1201.0,,160.0,84.0,,763.0,683.0,2036.0,182.0,494.0,1.0
202307,DS,384.0,44.0,,,41.0,,37.0,,169.0,,93.0,
202307,FERRARI,165.0,9.0,14.0,,56.0,2.0,5.0,6.0,35.0,,38.0,
202307,FIAT,6905.0,1836.0,,21.0,244.0,,357.0,675.0,1427.0,1.0,999.0,1345.0
202307,FORD,10845.0,2179.0,15.0,97.0,685.0,1.0,1644.0,103.0,3232.0,,2323.0,566.0
202307,GWM,221.0,48.0,15.0,,31.0,,46.0,22.0,13.0,,46.0,
202307,HONDA,666.0,196.0,,,84.0,,94.0,,126.0,22.0,144.0,
202307,HYUNDAI,10776.0,2125.0,112.0,17.0,472.0,2.0,1534.0,441.0,3835.0,156.0,2082.0,
202307,INEOS,128.0,5.0,,,2.0,,17.0,14.0,67.0,1.0,22.0,
202307,IVECO,74.0,15.0,,,,,,,6.0,,,53.0
202307,JAGUAR,284.0,33.0,,6.0,10.0,,19.0,13.0,96.0,,107.0,
202307,JEEP,1618.0,96.0,251.0,,80.0,1.0,110.0,5.0,408.0,,667.0,
202307,KIA,7373.0,1966.0,68.0,51.0,309.0,1.0,593.0,552.0,2237.0,7.0,1587.0,2.0
202307,LADA,9.0,,,1.0,,,,1.0,6.0,,1.0,
202307,LAMBORGHINI,87.0,5.0,7.0,3.0,2.0,1.0,7.0,18.0,17.0,1.0,26.0,
202307,LAND ROVER,1459.0,199.0,12.0,1.0,26.0,,63.0,73.0,461.0,70.0,554.0,
202307,LEXUS,336.0,54.0,,1.0,10.0,,15.0,49.0,103.0,13.0,91.0,
202307,LOTUS,27.0,,3.0,,2.0,,3.0,5.0,12.0,,2.0,
202307,LUCID,6.0,,,,1.0,,,,3.0,,2.0,
202307,LYNK & CO,206.0,,,,,,125.0,,,,81.0,
202307,MAN,185.0,46.0,1.0,,,,2.0,,22.0,,,114.0
202307,MASERATI,76.0,12.0,,1.0,,,16.0,1.0,15.0,,31.0,
202307,MAXUS,10.0,3.0,,,,,1.0,,2.0,,4.0,
202307,MAZDA,3332.0,704.0,124.0,,604.0,,278.0,8.0,844.0,143.0,627.0,
202307,MERCEDES,21377.0,3394.0,398.0,15.0,518.0,12.0,1256.0,151.0,6641.0,80.0,8322.0,590.0
202307,MG ROEWE,2239.0,746.0,,92.0,169.0,,166.0,10.0,546.0,,508.0,2.0
202307,MINI,4415.0,507.0,74.0,,337.0,,634.0,678.0,1022.0,,1163.0,
202307,MITSUBISHI,1361.0,402.0,58.0,,281.0,,197.0,,292.0,4.0,126.0,1.0
202307,MORGAN,4.0,1.0,,,,,,2.0,,,1.0,
202307,NIO,44.0,3.0,4.0,,1.0,,13.0,,11.0,,12.0,
202307,NISSAN,2478.0,425.0,,36.0,223.0,,132.0,9.0,1157.0,7.0,472.0,17.0
202307,OPEL,12677.0,3421.0,116.0,238.0,1507.0,1.0,1482.0,252.0,2595.0,7.0,3023.0,35.0
202307,PEUGEOT,4120.0,870.0,118.0,177.0,163.0,,516.0,30.0,1264.0,35.0,701.0,246.0
202307,POLESTAR,1052.0,174.0,,,,,130.0,1.0,497.0,,250.0,
202307,PORSCHE,2965.0,286.0,37.0,17.0,101.0,1.0,150.0,122.0,1101.0,31.0,1119.0,
202307,RENAULT,6346.0,1993.0,24.0,130.0,532.0,10.0,546.0,,1715.0,55.0,1303.0,38.0
202307,ROLLS ROYCE,19.0,3.0,,,,1.0,1.0,1.0,3.0,,10.0,
202307,SEAT,13213.0,3077.0,,,851.0,,495.0,265.0,5465.0,1.0,3055.0,4.0
202307,SKODA,13757.0,2671.0,10.0,157.0,382.0,2.0,1849.0,114.0,4900.0,2.0,3670.0,
202307,SMART,1393.0,256.0,51.0,,126.0,,79.0,136.0,299.0,,446.0,
202307,SSANGYONG,138.0,27.0,,,20.0,,28.0,,29.0,,34.0,
202307,SUBARU,424.0,41.0,5.0,,44.0,,70.0,53.0,145.0,28.0,38.0,
202307,SUZUKI,2160.0,335.0,59.0,71.0,405.0,,261.0,107.0,497.0,143.0,282.0,
202307,TESLA,3905.0,1928.0,,,254.0,,282.0,1.0,602.0,1.0,834.0,3.0
202307,TOYOTA,7413.0,2180.0,56.0,94.0,567.0,17.0,541.0,462.0,2084.0,217.0,1188.0,7.0
202307,VOLVO,3353.0,442.0,,54.0,1.0,,421.0,133.0,1175.0,,1124.0,3.0
202307,VW,43251.0,9152.0,409.0,151.0,1583.0,40.0,4106.0,405.0,16950.0,77.0,9821.0,557.0
202307,SONSTIGE,1565.0,336.0,19.0,18.0,120.0,5.0,208.0,79.0,307.0,16.0,338.0,119.0
202308,AIWAYS,2.0,1.0,,,,,,,1.0,,,
202308,ALFA ROMEO,485.0,36.0,4.0,,181.0,,27.0,28.0,79.0,,130.0,
202308,ALPINE,21.0,2.0,,,,,15.0,1.0,1.0,,2.0,
202308,ASTON MARTIN,37.0,,1.0,1.0,,,1.0,9.0,14.0,2.0,9.0,
