Bundesland;Date;Powertrain;Reg
BREMEN;01.12.20;EV;202
BREMEN;01.12.20;CNG;
BREMEN;01.12.20;LPG;6
BREMEN;01.12.20;Hybrid;609
HAMBURG;01.12.20;Benzin;3353
HAMBURG;01.12.20;Diesel;4172
HAMBURG;01.12.20;EV;1045
HAMBURG;01.12.20;CNG;1
HAMBURG;01.12.20;LPG;28
HAMBURG;01.12.20;Hybrid;2130
HESSEN;01.12.20;Benzin;12084
HESSEN;01.12.20;Diesel;6479
HESSEN;01.12.20;EV;3751
HESSEN;01.12.20;CNG;31
HESSEN;01.12.20;LPG;102
HESSEN;01.12.20;Hybrid;6774
MECKLENBURG-VORPOMMERN;01.12.20;Benzin;1737
MECKLENBURG-VORPOMMERN;01.12.20;Diesel;848
MECKLENBURG-VORPOMMERN;01.12.20;EV;409
MECKLENBURG-VORPOMMERN;01.12.20;CNG;3
MECKLENBURG-VORPOMMERN;01.12.20;LPG;21
MECKLENBURG-VORPOMMERN;01.12.20;Hybrid;746
NIEDERSACHSEN;01.12.20;Benzin;12662
NIEDERSACHSEN;01.12.20;Diesel;7156
NIEDERSACHSEN;01.12.20;EV;8031
NIEDERSACHSEN;01.12.20;CNG;44
NIEDERSACHSEN;01.12.20;LPG;156
NIEDERSACHSEN;01.12.20;Hybrid;7703
NORDRHEIN-WESTFALEN;01.12.20;Benzin;24614
NORDRHEIN-WESTFALEN;01.12.20;Diesel;12215
NORDRHEIN-WESTFALEN;01.12.20;EV;8368
NORDRHEIN-WESTFALEN;01.12.20;CNG;73
NORDRHEIN-WESTFALEN;01.12.20;LPG;363
NORDRHEIN-WESTFALEN;01.12.20;Hybrid;18742
RHEINLAND-PFALZ;01.12.20;Benzin;4645
RHEINLAND-PFALZ;01.12.20;Diesel;2375
RHEINLAND-PFALZ;01.12.20;EV;1635
RHEINLAND-PFALZ;01.12.20;CNG;7
RHEINLAND-PFALZ;01.12.20;LPG;60
RHEINLAND-PFALZ;01.12.20;Hybrid;3248
SAARLAND;01.12.20;Benzin;1876
SAARLAND;01.12.20;Diesel;788
SAARLAND;01.12.20;EV;554
SAARLAND;01.12.20;CNG;2
SAARLAND;01.12.20;LPG;5
SAARLAND;01.12.20;Hybrid;935
SACHSEN;01.12.20;Benzin;4742
SACHSEN;01.12.20;Diesel;2539
SACHSEN;01.12.20;EV;1087
SACHSEN;01.12.20;CNG;18
SACHSEN;01.12.20;LPG;42
SACHSEN;01.12.20;Hybrid;2542
SACHSEN-ANHALT;01.12.20;Benzin;2563
SACHSEN-ANHALT;01.12.20;Diesel;1251
SACHSEN-ANHALT;01.12.20;EV;475
SACHSEN-ANHALT;01.12.20;CNG;13
SACHSEN-ANHALT;01.12.20;LPG;24
SACHSEN-ANHALT;01.12.20;Hybrid;1160
SCHLESWIG-HOLSTEIN;01.12.20;Benzin;3278
SCHLESWIG-HOLSTEIN;01.12.20;Diesel;1876
SCHLESWIG-HOLSTEIN;01.12.20;EV;1322
SCHLESWIG-HOLSTEIN;01.12.20;CNG;10
SCHLESWIG-HOLSTEIN;01.12.20;LPG;30
SCHLESWIG-HOLSTEIN;01.12.20;Hybrid;1980
THÜRINGEN;01.12.20;Benzin;2494
THÜRINGEN;01.12.20;Diesel;1436
THÜRINGEN;01.12.20;EV;540
THÜRINGEN;01.12.20;CNG;6
THÜRINGEN;01.12.20;LPG;32
THÜRINGEN;01.12.20;Hybrid;1259
BADEN-WÜRTTEMBERG;01.11.20;Benzin;15498
BADEN-WÜRTTEMBERG;01.11.20;Diesel;10474
BADEN-WÜRTTEMBERG;01.11.20;EV;5535
BADEN-WÜRTTEMBERG;01.11.20;CNG;47
BADEN-WÜRTTEMBERG;01.11.20;LPG;104
BADEN-WÜRTTEMBERG;01.11.20;Hybrid;11757
BAYERN;01.11.20;Benzin;21024
BAYERN;01.11.20;Diesel;14933
BAYERN;01.11.20;EV;5078
BAYERN;01.11.20;CNG;77
BAYERN;01.11.20;LPG;126
BAYERN;01.11.20;Hybrid;14509
BERLIN;01.11.20;Benzin;3295
BERLIN;01.11.20;Diesel;1507
BERLIN;01.11.20;EV;712
BERLIN;01.11.20;CNG;14
BERLIN;01.11.20;LPG;22
BERLIN;01.11.20;Hybrid;2154
BRANDENBURG;01.11.20;Benzin;2677
BRANDENBURG;01.11.20;Diesel;1383
BRANDENBURG;01.11.20;EV;429
BRANDENBURG;01.11.20;CNG;5
BRANDENBURG;01.11.20;LPG;25
BRANDENBURG;01.11.20;Hybrid;1312
BREMEN;01.11.20;Benzin;707
BREMEN;01.11.20;Diesel;480
BREMEN;01.11.20;EV;109
BREMEN;01.11.20;CNG;2
BREMEN;01.11.20;LPG;4
BREMEN;01.11.20;Hybrid;502
HAMBURG;01.11.20;Benzin;2559
HAMBURG;01.11.20;Diesel;2175
HAMBURG;01.11.20;EV;569
HAMBURG;01.11.20;CNG;5
HAMBURG;01.11.20;LPG;6
HAMBURG;01.11.20;Hybrid;1587
HESSEN;01.11.20;Benzin;12478
HESSEN;01.11.20;Diesel;7845
HESSEN;01.11.20;EV;2358
HESSEN;01.11.20;CNG;75
HESSEN;01.11.20;LPG;90
HESSEN;01.11.20;Hybrid;7092
MECKLENBURG-VORPOMMERN;01.11.20;Benzin;1615
MECKLENBURG-VORPOMMERN;01.11.20;Diesel;872
MECKLENBURG-VORPOMMERN;01.11.20;EV;285
MECKLENBURG-VORPOMMERN;01.11.20;CNG;14
MECKLENBURG-VORPOMMERN;01.11.20;LPG;13
MECKLENBURG-VORPOMMERN;01.11.20;Hybrid;650
NIEDERSACHSEN;01.11.20;Benzin;11969
NIEDERSACHSEN;01.11.20;Diesel;6363
NIEDERSACHSEN;01.11.20;EV;3232
NIEDERSACHSEN;01.11.20;CNG;77
NIEDERSACHSEN;01.11.20;LPG;86
NIEDERSACHSEN;01.11.20;Hybrid;6236
NORDRHEIN-WESTFALEN;01.11.20;Benzin;25810
NORDRHEIN-WESTFALEN;01.11.20;Diesel;13681
NORDRHEIN-WESTFALEN;01.11.20;EV;6421
NORDRHEIN-WESTFALEN;01.11.20;CNG;151
NORDRHEIN-WESTFALEN;01.11.20;LPG;339
NORDRHEIN-WESTFALEN;01.11.20;Hybrid;15866
RHEINLAND-PFALZ;01.11.20;Benzin;4770
RHEINLAND-PFALZ;01.11.20;Diesel;2631
RHEINLAND-PFALZ;01.11.20;EV;1323
RHEINLAND-PFALZ;01.11.20;CNG;11
RHEINLAND-PFALZ;01.11.20;LPG;44
RHEINLAND-PFALZ;01.11.20;Hybrid;2755
SAARLAND;01.11.20;Benzin;1609
SAARLAND;01.11.20;Diesel;888
SAARLAND;01.11.20;EV;325
SAARLAND;01.11.20;CNG;1
SAARLAND;01.11.20;LPG;3
SAARLAND;01.11.20;Hybrid;1020
SACHSEN;01.11.20;Benzin;4695
SACHSEN;01.11.20;Diesel;2477
SACHSEN;01.11.20;EV;701
SACHSEN;01.11.20;CNG;15
SACHSEN;01.11.20;LPG;54
SACHSEN;01.11.20;Hybrid;2232
SACHSEN-ANHALT;01.11.20;Benzin;2626
SACHSEN-ANHALT;01.11.20;Diesel;1255
SACHSEN-ANHALT;01.11.20;EV;320
SACHSEN-ANHALT;01.11.20;CNG;9
SACHSEN-ANHALT;01.11.20;LPG;20
SACHSEN-ANHALT;01.11.20;Hybrid;1092
SCHLESWIG-HOLSTEIN;01.11.20;Benzin;3078
SCHLESWIG-HOLSTEIN;01.11.20;Diesel;2051
SCHLESWIG-HOLSTEIN;01.11.20;EV;1110
SCHLESWIG-HOLSTEIN;01.11.20;CNG;16
SCHLESWIG-HOLSTEIN;01.11.20;LPG;35
SCHLESWIG-HOLSTEIN;01.11.20;Hybrid;1871
THÜRINGEN;01.11.20;Benzin;2659
THÜRINGEN;01.11.20;Diesel;1546
THÜRINGEN;01.11.20;EV;452
THÜRINGEN;01.11.20;CNG;9
THÜRINGEN;01.11.20;LPG;22
THÜRINGEN;01.11.20;Hybrid;1191
BADEN-WÜRTTEMBERG;01.10.20;Benzin;16276
BADEN-WÜRTTEMBERG;01.10.20;Diesel;11511
BADEN-WÜRTTEMBERG;01.10.20;EV;4277
BADEN-WÜRTTEMBERG;01.10.20;CNG;76
BADEN-WÜRTTEMBERG;01.10.20;LPG;103
BADEN-WÜRTTEMBERG;01.10.20;Hybrid;10302
BAYERN;01.10.20;Benzin;21363
BAYERN;01.10.20;Diesel;16180
BAYERN;01.10.20;EV;4665
BAYERN;01.10.20;CNG;111
BAYERN;01.10.20;LPG;103
BAYERN;01.10.20;Hybrid;13612
BERLIN;01.10.20;Benzin;2527
BERLIN;01.10.20;Diesel;1161
BERLIN;01.10.20;EV;434
BERLIN;01.10.20;CNG;12
BERLIN;01.10.20;LPG;10
BERLIN;01.10.20;Hybrid;1505
BRANDENBURG;01.10.20;Benzin;2716
BRANDENBURG;01.10.20;Diesel;1206
BRANDENBURG;01.10.20;EV;397
BRANDENBURG;01.10.20;CNG;16
BRANDENBURG;01.10.20;LPG;24
BRANDENBURG;01.10.20;Hybrid;1150
BREMEN;01.10.20;Benzin;589
BREMEN;01.10.20;Diesel;495
BREMEN;01.10.20;EV;107
BREMEN;01.10.20;CNG;2
BREMEN;01.10.20;LPG;5
BREMEN;01.10.20;Hybrid;443
HAMBURG;01.10.20;Benzin;4007
HAMBURG;01.10.20;Diesel;2811
HAMBURG;01.10.20;EV;535
HAMBURG;01.10.20;CNG;8
HAMBURG;01.10.20;LPG;5
HAMBURG;01.10.20;Hybrid;1642
HESSEN;01.10.20;Benzin;11984
HESSEN;01.10.20;Diesel;6881
HESSEN;01.10.20;EV;1671
HESSEN;01.10.20;CNG;47
HESSEN;01.10.20;LPG;75
HESSEN;01.10.20;Hybrid;5928
MECKLENBURG-VORPOMMERN;01.10.20;Benzin;1443
MECKLENBURG-VORPOMMERN;01.10.20;Diesel;805
MECKLENBURG-VORPOMMERN;01.10.20;EV;148
MECKLENBURG-VORPOMMERN;01.10.20;CNG;8
MECKLENBURG-VORPOMMERN;01.10.20;LPG;6
MECKLENBURG-VORPOMMERN;01.10.20;Hybrid;593
NIEDERSACHSEN;01.10.20;Benzin;12212
NIEDERSACHSEN;01.10.20;Diesel;7329
NIEDERSACHSEN;01.10.20;EV;2829
NIEDERSACHSEN;01.10.20;CNG;69
NIEDERSACHSEN;01.10.20;LPG;92
NIEDERSACHSEN;01.10.20;Hybrid;4921
NORDRHEIN-WESTFALEN;01.10.20;Benzin;23260
NORDRHEIN-WESTFALEN;01.10.20;Diesel;12520
NORDRHEIN-WESTFALEN;01.10.20;EV;4690
NORDRHEIN-WESTFALEN;01.10.20;CNG;130
NORDRHEIN-WESTFALEN;01.10.20;LPG;302
NORDRHEIN-WESTFALEN;01.10.20;Hybrid;13901
RHEINLAND-PFALZ;01.10.20;Benzin;4877
RHEINLAND-PFALZ;01.10.20;Diesel;2604
RHEINLAND-PFALZ;01.10.20;EV;1059
RHEINLAND-PFALZ;01.10.20;CNG;23
RHEINLAND-PFALZ;01.10.20;LPG;63
RHEINLAND-PFALZ;01.10.20;Hybrid;2468
SAARLAND;01.10.20;Benzin;1715
SAARLAND;01.10.20;Diesel;700
SAARLAND;01.10.20;EV;224
SAARLAND;01.10.20;CNG;3
SAARLAND;01.10.20;LPG;4
SAARLAND;01.10.20;Hybrid;833
SACHSEN;01.10.20;Benzin;4629
SACHSEN;01.10.20;Diesel;2778
SACHSEN;01.10.20;EV;635
SACHSEN;01.10.20;CNG;20
SACHSEN;01.10.20;LPG;29
SACHSEN;01.10.20;Hybrid;2066
SACHSEN-ANHALT;01.10.20;Benzin;2466
SACHSEN-ANHALT;01.10.20;Diesel;1196
SACHSEN-ANHALT;01.10.20;EV;264
SACHSEN-ANHALT;01.10.20;CNG;8
SACHSEN-ANHALT;01.10.20;LPG;14
SACHSEN-ANHALT;01.10.20;Hybrid;944
SCHLESWIG-HOLSTEIN;01.10.20;Benzin;2774
SCHLESWIG-HOLSTEIN;01.10.20;Diesel;1845
SCHLESWIG-HOLSTEIN;01.10.20;EV;921
SCHLESWIG-HOLSTEIN;01.10.20;CNG;18
SCHLESWIG-HOLSTEIN;01.10.20;LPG;21
SCHLESWIG-HOLSTEIN;01.10.20;Hybrid;1512
THÜRINGEN;01.10.20;Benzin;2501
THÜRINGEN;01.10.20;Diesel;1295
THÜRINGEN;01.10.20;EV;298
THÜRINGEN;01.10.20;CNG;15
THÜRINGEN;01.10.20;LPG;16
THÜRINGEN;01.10.20;Hybrid;1066
BADEN-WÜRTTEMBERG;01.09.20;Benzin;16486
BADEN-WÜRTTEMBERG;01.09.20;Diesel;10503
BADEN-WÜRTTEMBERG;01.09.20;EV;3583
BADEN-WÜRTTEMBERG;01.09.20;CNG;98
BADEN-WÜRTTEMBERG;01.09.20;LPG;93
BADEN-WÜRTTEMBERG;01.09.20;Hybrid;8533
BAYERN;01.09.20;Benzin;22485
BAYERN;01.09.20;Diesel;13308
BAYERN;01.09.20;EV;4358
BAYERN;01.09.20;CNG;99
BAYERN;01.09.20;LPG;80
BAYERN;01.09.20;Hybrid;11642
BERLIN;01.09.20;Benzin;2562
BERLIN;01.09.20;Diesel;1194
BERLIN;01.09.20;EV;558
BERLIN;01.09.20;CNG;17
BERLIN;01.09.20;LPG;11
BERLIN;01.09.20;Hybrid;1658
BRANDENBURG;01.09.20;Benzin;2782
BRANDENBURG;01.09.20;Diesel;1115
BRANDENBURG;01.09.20;EV;407
BRANDENBURG;01.09.20;CNG;22
BRANDENBURG;01.09.20;LPG;13
BRANDENBURG;01.09.20;Hybrid;965
BREMEN;01.09.20;Benzin;680
BREMEN;01.09.20;Diesel;436
BREMEN;01.09.20;EV;100
BREMEN;01.09.20;CNG;14
BREMEN;01.09.20;LPG;6
BREMEN;01.09.20;Hybrid;363
HAMBURG;01.09.20;Benzin;3591
HAMBURG;01.09.20;Diesel;4130
HAMBURG;01.09.20;EV;399
HAMBURG;01.09.20;CNG;11
HAMBURG;01.09.20;LPG;9
HAMBURG;01.09.20;Hybrid;1697
HESSEN;01.09.20;Benzin;13224
HESSEN;01.09.20;Diesel;7140
HESSEN;01.09.20;EV;1596
HESSEN;01.09.20;CNG;50
HESSEN;01.09.20;LPG;69
HESSEN;01.09.20;Hybrid;4630
MECKLENBURG-VORPOMMERN;01.09.20;Benzin;1575
MECKLENBURG-VORPOMMERN;01.09.20;Diesel;798
MECKLENBURG-VORPOMMERN;01.09.20;EV;239
MECKLENBURG-VORPOMMERN;01.09.20;CNG;9
MECKLENBURG-VORPOMMERN;01.09.20;LPG;14
MECKLENBURG-VORPOMMERN;01.09.20;Hybrid;513
NIEDERSACHSEN;01.09.20;Benzin;12400
NIEDERSACHSEN;01.09.20;Diesel;6978
NIEDERSACHSEN;01.09.20;EV;2249
NIEDERSACHSEN;01.09.20;CNG;77
NIEDERSACHSEN;01.09.20;LPG;78
NIEDERSACHSEN;01.09.20;Hybrid;4284
NORDRHEIN-WESTFALEN;01.09.20;Benzin;24526
NORDRHEIN-WESTFALEN;01.09.20;Diesel;12562
NORDRHEIN-WESTFALEN;01.09.20;EV;4436
NORDRHEIN-WESTFALEN;01.09.20;CNG;137
NORDRHEIN-WESTFALEN;01.09.20;LPG;293
NORDRHEIN-WESTFALEN;01.09.20;Hybrid;12072
RHEINLAND-PFALZ;01.09.20;Benzin;5003
RHEINLAND-PFALZ;01.09.20;Diesel;2605
RHEINLAND-PFALZ;01.09.20;EV;978
RHEINLAND-PFALZ;01.09.20;CNG;13
RHEINLAND-PFALZ;01.09.20;LPG;60
RHEINLAND-PFALZ;01.09.20;Hybrid;2097
SAARLAND;01.09.20;Benzin;1758
SAARLAND;01.09.20;Diesel;680
SAARLAND;01.09.20;EV;193
SAARLAND;01.09.20;CNG;3
SAARLAND;01.09.20;LPG;4
SAARLAND;01.09.20;Hybrid;742
SACHSEN;01.09.20;Benzin;4881
SACHSEN;01.09.20;Diesel;2334
SACHSEN;01.09.20;EV;616
SACHSEN;01.09.20;CNG;20
SACHSEN;01.09.20;LPG;34
SACHSEN;01.09.20;Hybrid;1801
SACHSEN-ANHALT;01.09.20;Benzin;2858
SACHSEN-ANHALT;01.09.20;Diesel;1042
SACHSEN-ANHALT;01.09.20;EV;276
SACHSEN-ANHALT;01.09.20;CNG;14
SACHSEN-ANHALT;01.09.20;LPG;18
SACHSEN-ANHALT;01.09.20;Hybrid;760
SCHLESWIG-HOLSTEIN;01.09.20;Benzin;3155
SCHLESWIG-HOLSTEIN;01.09.20;Diesel;1754
SCHLESWIG-HOLSTEIN;01.09.20;EV;882
SCHLESWIG-HOLSTEIN;01.09.20;CNG;12
SCHLESWIG-HOLSTEIN;01.09.20;LPG;23
SCHLESWIG-HOLSTEIN;01.09.20;Hybrid;1345
THÜRINGEN;01.09.20;Benzin;2655
THÜRINGEN;01.09.20;Diesel;1304
THÜRINGEN;01.09.20;EV;313
THÜRINGEN;01.09.20;CNG;10
THÜRINGEN;01.09.20;LPG;4
THÜRINGEN;01.09.20;Hybrid;896
BADEN-WÜRTTEMBERG;01.08.20;Benzin;15865
BADEN-WÜRTTEMBERG;01.08.20;Diesel;10429
BADEN-WÜRTTEMBERG;01.08.20;EV;2535
BADEN-WÜRTTEMBERG;01.08.20;CNG;92
BADEN-WÜRTTEMBERG;01.08.20;LPG;104
BADEN-WÜRTTEMBERG;01.08.20;Hybrid;6932
BAYERN;01.08.20;Benzin;22257
BAYERN;01.08.20;Diesel;15440
BAYERN;01.08.20;EV;3146
BAYERN;01.08.20;CNG;113
BAYERN;01.08.20;LPG;73
BAYERN;01.08.20;Hybrid;10085
BERLIN;01.08.20;Benzin;3546
BERLIN;01.08.20;Diesel;1631
BERLIN;01.08.20;EV;517
BERLIN;01.08.20;CNG;24
BERLIN;01.08.20;LPG;9
BERLIN;01.08.20;Hybrid;1922
BRANDENBURG;01.08.20;Benzin;2518
BRANDENBURG;01.08.20;Diesel;1158
BRANDENBURG;01.08.20;EV;288
BRANDENBURG;01.08.20;CNG;22
BRANDENBURG;01.08.20;LPG;15
BRANDENBURG;01.08.20;Hybrid;883
BREMEN;01.08.20;Benzin;634
BREMEN;01.08.20;Diesel;421
BREMEN;01.08.20;EV;82
BREMEN;01.08.20;CNG;1
BREMEN;01.08.20;LPG;3
BREMEN;01.08.20;Hybrid;295
HAMBURG;01.08.20;Benzin;3241
HAMBURG;01.08.20;Diesel;3154
HAMBURG;01.08.20;EV;377
HAMBURG;01.08.20;CNG;10
HAMBURG;01.08.20;LPG;8
HAMBURG;01.08.20;Hybrid;1177
HESSEN;01.08.20;Benzin;13355
HESSEN;01.08.20;Diesel;6815
HESSEN;01.08.20;EV;1240
HESSEN;01.08.20;CNG;63
HESSEN;01.08.20;LPG;69
HESSEN;01.08.20;Hybrid;3845
MECKLENBURG-VORPOMMERN;01.08.20;Benzin;1784
MECKLENBURG-VORPOMMERN;01.08.20;Diesel;751
MECKLENBURG-VORPOMMERN;01.08.20;EV;167
MECKLENBURG-VORPOMMERN;01.08.20;CNG;7
MECKLENBURG-VORPOMMERN;01.08.20;LPG;8
MECKLENBURG-VORPOMMERN;01.08.20;Hybrid;430
NIEDERSACHSEN;01.08.20;Benzin;11980
NIEDERSACHSEN;01.08.20;Diesel;7192
NIEDERSACHSEN;01.08.20;EV;2061
NIEDERSACHSEN;01.08.20;CNG;74
NIEDERSACHSEN;01.08.20;LPG;60
NIEDERSACHSEN;01.08.20;Hybrid;3688
NORDRHEIN-WESTFALEN;01.08.20;Benzin;24092
NORDRHEIN-WESTFALEN;01.08.20;Diesel;12654
NORDRHEIN-WESTFALEN;01.08.20;EV;3301
NORDRHEIN-WESTFALEN;01.08.20;CNG;172
NORDRHEIN-WESTFALEN;01.08.20;LPG;278
NORDRHEIN-WESTFALEN;01.08.20;Hybrid;10715
RHEINLAND-PFALZ;01.08.20;Benzin;4858
RHEINLAND-PFALZ;01.08.20;Diesel;2610
RHEINLAND-PFALZ;01.08.20;EV;798
RHEINLAND-PFALZ;01.08.20;CNG;23
RHEINLAND-PFALZ;01.08.20;LPG;35
RHEINLAND-PFALZ;01.08.20;Hybrid;1750
SAARLAND;01.08.20;Benzin;1698
SAARLAND;01.08.20;Diesel;598
SAARLAND;01.08.20;EV;155
SAARLAND;01.08.20;CNG;2
SAARLAND;01.08.20;LPG;9
SAARLAND;01.08.20;Hybrid;537
SACHSEN;01.08.20;Benzin;4351
SACHSEN;01.08.20;Diesel;2299
SACHSEN;01.08.20;EV;380
SACHSEN;01.08.20;CNG;18
SACHSEN;01.08.20;LPG;44
SACHSEN;01.08.20;Hybrid;1428
SACHSEN-ANHALT;01.08.20;Benzin;2110
SACHSEN-ANHALT;01.08.20;Diesel;1013
SACHSEN-ANHALT;01.08.20;EV;182
SACHSEN-ANHALT;01.08.20;CNG;12
SACHSEN-ANHALT;01.08.20;LPG;10
SACHSEN-ANHALT;01.08.20;Hybrid;630
SCHLESWIG-HOLSTEIN;01.08.20;Benzin;3020
SCHLESWIG-HOLSTEIN;01.08.20;Diesel;2006
SCHLESWIG-HOLSTEIN;01.08.20;EV;643
SCHLESWIG-HOLSTEIN;01.08.20;CNG;16
SCHLESWIG-HOLSTEIN;01.08.20;LPG;33
SCHLESWIG-HOLSTEIN;01.08.20;Hybrid;1095
THÜRINGEN;01.08.20;Benzin;2559
THÜRINGEN;01.08.20;Diesel;1151
THÜRINGEN;01.08.20;EV;199
THÜRINGEN;01.08.20;CNG;10
THÜRINGEN;01.08.20;LPG;15
THÜRINGEN;01.08.20;Hybrid;734
BADEN-WÜRTTEMBERG;01.07.20;Benzin;21267
BADEN-WÜRTTEMBERG;01.07.20;Diesel;13846
BADEN-WÜRTTEMBERG;01.07.20;EV;3075
BADEN-WÜRTTEMBERG;01.07.20;CNG;229
BADEN-WÜRTTEMBERG;01.07.20;LPG;106
BADEN-WÜRTTEMBERG;01.07.20;Hybrid;8440
BAYERN;01.07.20;Benzin;29625
BAYERN;01.07.20;Diesel;19820
BAYERN;01.07.20;EV;3242
BAYERN;01.07.20;CNG;156
BAYERN;01.07.20;LPG;102
BAYERN;01.07.20;Hybrid;12082
BERLIN;01.07.20;Benzin;2494
BERLIN;01.07.20;Diesel;1107
BERLIN;01.07.20;EV;255
BERLIN;01.07.20;CNG;20
BERLIN;01.07.20;LPG;8
BERLIN;01.07.20;Hybrid;886
BRANDENBURG;01.07.20;Benzin;3355
BRANDENBURG;01.07.20;Diesel;1403
BRANDENBURG;01.07.20;EV;266
BRANDENBURG;01.07.20;CNG;27
BRANDENBURG;01.07.20;LPG;15
BRANDENBURG;01.07.20;Hybrid;943
BREMEN;01.07.20;Benzin;914
BREMEN;01.07.20;Diesel;585
BREMEN;01.07.20;EV;89
BREMEN;01.07.20;CNG;5
BREMEN;01.07.20;LPG;5
BREMEN;01.07.20;Hybrid;371
HAMBURG;01.07.20;Benzin;4945
HAMBURG;01.07.20;Diesel;3976
HAMBURG;01.07.20;EV;294
HAMBURG;01.07.20;CNG;29
HAMBURG;01.07.20;LPG;5
HAMBURG;01.07.20;Hybrid;1742
HESSEN;01.07.20;Benzin;16959
HESSEN;01.07.20;Diesel;9482
HESSEN;01.07.20;EV;1359
HESSEN;01.07.20;CNG;80
HESSEN;01.07.20;LPG;78
HESSEN;01.07.20;Hybrid;4675
MECKLENBURG-VORPOMMERN;01.07.20;Benzin;1761
MECKLENBURG-VORPOMMERN;01.07.20;Diesel;923
MECKLENBURG-VORPOMMERN;01.07.20;EV;113
MECKLENBURG-VORPOMMERN;01.07.20;CNG;7
MECKLENBURG-VORPOMMERN;01.07.20;LPG;12
MECKLENBURG-VORPOMMERN;01.07.20;Hybrid;492
NIEDERSACHSEN;01.07.20;Benzin;16922
NIEDERSACHSEN;01.07.20;Diesel;9983
NIEDERSACHSEN;01.07.20;EV;1996
NIEDERSACHSEN;01.07.20;CNG;101
NIEDERSACHSEN;01.07.20;LPG;70
NIEDERSACHSEN;01.07.20;Hybrid;4394
NORDRHEIN-WESTFALEN;01.07.20;Benzin;31003
NORDRHEIN-WESTFALEN;01.07.20;Diesel;15713
NORDRHEIN-WESTFALEN;01.07.20;EV;3572
NORDRHEIN-WESTFALEN;01.07.20;CNG;181
NORDRHEIN-WESTFALEN;01.07.20;LPG;249
NORDRHEIN-WESTFALEN;01.07.20;Hybrid;10708
RHEINLAND-PFALZ;01.07.20;Benzin;6558
RHEINLAND-PFALZ;01.07.20;Diesel;3335
RHEINLAND-PFALZ;01.07.20;EV;804
RHEINLAND-PFALZ;01.07.20;CNG;27
RHEINLAND-PFALZ;01.07.20;LPG;52
RHEINLAND-PFALZ;01.07.20;Hybrid;2197
SAARLAND;01.07.20;Benzin;1986
SAARLAND;01.07.20;Diesel;864
SAARLAND;01.07.20;EV;153
SAARLAND;01.07.20;CNG;9
SAARLAND;01.07.20;LPG;4
SAARLAND;01.07.20;Hybrid;1006
SACHSEN;01.07.20;Benzin;6019
SACHSEN;01.07.20;Diesel;3035
SACHSEN;01.07.20;EV;451
SACHSEN;01.07.20;CNG;23
SACHSEN;01.07.20;LPG;34
SACHSEN;01.07.20;Hybrid;1620
SACHSEN-ANHALT;01.07.20;Benzin;3110
SACHSEN-ANHALT;01.07.20;Diesel;1339
SACHSEN-ANHALT;01.07.20;EV;180
SACHSEN-ANHALT;01.07.20;CNG;17
SACHSEN-ANHALT;01.07.20;LPG;14
SACHSEN-ANHALT;01.07.20;Hybrid;731
SCHLESWIG-HOLSTEIN;01.07.20;Benzin;3976
SCHLESWIG-HOLSTEIN;01.07.20;Diesel;2422
SCHLESWIG-HOLSTEIN;01.07.20;EV;725
SCHLESWIG-HOLSTEIN;01.07.20;CNG;16
SCHLESWIG-HOLSTEIN;01.07.20;LPG;18
SCHLESWIG-HOLSTEIN;01.07.20;Hybrid;1175
THÜRINGEN;01.07.20;Benzin;3416
THÜRINGEN;01.07.20;Diesel;1648
THÜRINGEN;01.07.20;EV;212
THÜRINGEN;01.07.20;CNG;6
THÜRINGEN;01.07.20;LPG;12
THÜRINGEN;01.07.20;Hybrid;988
BADEN-WÜRTTEMBERG;01.06.20;Benzin;14513
BADEN-WÜRTTEMBERG;01.06.20;Diesel;9383
BADEN-WÜRTTEMBERG;01.06.20;EV;1264
BADEN-WÜRTTEMBERG;01.06.20;CNG;139
BADEN-WÜRTTEMBERG;01.06.20;LPG;71
BADEN-WÜRTTEMBERG;01.06.20;Hybrid;4846
BAYERN;01.06.20;Benzin;19865
BAYERN;01.06.20;Diesel;14567
BAYERN;01.06.20;EV;1457
BAYERN;01.06.20;CNG;176
BAYERN;01.06.20;LPG;71
BAYERN;01.06.20;Hybrid;6384
BERLIN;01.06.20;Benzin;1889
BERLIN;01.06.20;Diesel;910
BERLIN;01.06.20;EV;132
BERLIN;01.06.20;CNG;11
BERLIN;01.06.20;LPG;1
BERLIN;01.06.20;Hybrid;611
BRANDENBURG;01.06.20;Benzin;2299
BRANDENBURG;01.06.20;Diesel;1196
BRANDENBURG;01.06.20;EV;129
BRANDENBURG;01.06.20;CNG;22
BRANDENBURG;01.06.20;LPG;8
BRANDENBURG;01.06.20;Hybrid;550
BREMEN;01.06.20;Benzin;587
BREMEN;01.06.20;Diesel;433
BREMEN;01.06.20;EV;45
BREMEN;01.06.20;CNG;3
BREMEN;01.06.20;LPG;
BREMEN;01.06.20;Hybrid;243
HAMBURG;01.06.20;Benzin;4067
HAMBURG;01.06.20;Diesel;3216
HAMBURG;01.06.20;EV;185
HAMBURG;01.06.20;CNG;7
HAMBURG;01.06.20;LPG;1
HAMBURG;01.06.20;Hybrid;1312
HESSEN;01.06.20;Benzin;15483
HESSEN;01.06.20;Diesel;8388
HESSEN;01.06.20;EV;728
HESSEN;01.06.20;CNG;85
HESSEN;01.06.20;LPG;24
HESSEN;01.06.20;Hybrid;3137
