DATE,MARKE,INSGESAMT,PRIVATE HALTERINNEN UND HALTER,GEWERBLICHE HALTERINNEN UND HALTER,KFZ-HANDEL,KFZ-HERSTELLUNG,KFZ-VERMIETUNG UND CARSHARING,ERBRINGUNG SONSTIGER DIENSTLEISTUNGEN,SONSTIGE GEWERBLICHE HALTERINNEN UND HALTER,UNBEKANNT
202008,JEEP,1999.0,398.0,1601.0,1174.0,6.0,183.0,116.0,122.0,
202008,KIA,6185.0,3360.0,2823.0,1531.0,,477.0,316.0,499.0,2.0
202008,LAND ROVER,701.0,241.0,460.0,156.0,1.0,23.0,124.0,156.0,
202008,LEXUS,263.0,108.0,155.0,77.0,5.0,6.0,13.0,54.0,
202008,MAZDA,3166.0,1619.0,1547.0,1125.0,2.0,25.0,185.0,210.0,
202008,MERCEDES,27906.0,10365.0,17502.0,4014.0,2306.0,2062.0,3009.0,6111.0,39.0
202008,MINI,4070.0,2033.0,2035.0,278.0,855.0,204.0,300.0,398.0,2.0
202008,MITSUBISHI,3485.0,2595.0,890.0,487.0,6.0,80.0,108.0,209.0,
202008,NISSAN,2953.0,1470.0,1483.0,961.0,2.0,171.0,79.0,270.0,
202008,OPEL,9499.0,2567.0,6931.0,2253.0,38.0,982.0,466.0,3192.0,1.0
202008,PEUGEOT,4746.0,2432.0,2313.0,1071.0,3.0,463.0,323.0,453.0,1.0
202008,PORSCHE,1712.0,475.0,1237.0,274.0,555.0,7.0,186.0,215.0,
202008,RENAULT,11435.0,3882.0,7547.0,3107.0,106.0,555.0,907.0,2872.0,6.0
202008,SEAT,10907.0,6121.0,4786.0,1259.0,187.0,1337.0,810.0,1193.0,
202008,SKODA,15686.0,5594.0,10089.0,2382.0,245.0,1711.0,2244.0,3507.0,3.0
202008,SMART,1379.0,687.0,691.0,92.0,20.0,23.0,242.0,314.0,1.0
202008,SSANGYONG,183.0,106.0,77.0,65.0,,1.0,5.0,6.0,
202008,SUBARU,434.0,261.0,173.0,151.0,,1.0,6.0,15.0,
202008,SUZUKI,1867.0,1020.0,847.0,714.0,6.0,27.0,58.0,42.0,
202008,TESLA,2846.0,2069.0,777.0,61.0,2.0,15.0,293.0,406.0,
202008,TOYOTA,7170.0,3099.0,4067.0,1716.0,61.0,724.0,413.0,1153.0,4.0
202008,VOLVO,2672.0,599.0,2072.0,422.0,4.0,509.0,459.0,678.0,1.0
202008,VW,43842.0,12657.0,31165.0,3662.0,7578.0,6552.0,4411.0,8962.0,20.0
202008,SONSTIGE,2306.0,734.0,1571.0,541.0,680.0,19.0,138.0,193.0,1.0
202007,ALFA ROMEO,235.0,83.0,152.0,71.0,8.0,1.0,40.0,32.0,
202007,AUDI,22865.0,5642.0,17186.0,1471.0,3440.0,3777.0,3023.0,5475.0,37.0
202007,BMW,28272.0,9865.0,18386.0,1744.0,4454.0,1835.0,3468.0,6885.0,21.0
202007,CITROEN,4516.0,2630.0,1886.0,858.0,6.0,307.0,323.0,392.0,
202007,DACIA,5560.0,4762.0,797.0,373.0,3.0,81.0,116.0,224.0,1.0
202007,DS,239.0,78.0,161.0,78.0,,29.0,21.0,33.0,
202007,FIAT,9798.0,6034.0,3763.0,2290.0,38.0,655.0,315.0,465.0,1.0
202007,FORD,20453.0,6283.0,14169.0,2987.0,602.0,3998.0,1877.0,4705.0,1.0
202007,HONDA,1290.0,983.0,307.0,249.0,,,24.0,34.0,
202007,HYUNDAI,11060.0,6014.0,5046.0,3542.0,4.0,427.0,395.0,678.0,
202007,JAGUAR,470.0,273.0,197.0,40.0,,5.0,65.0,87.0,
202007,JEEP,1854.0,416.0,1437.0,884.0,5.0,278.0,84.0,186.0,1.0
202007,KIA,7970.0,4416.0,3553.0,1984.0,7.0,521.0,471.0,570.0,1.0
202007,LAND ROVER,848.0,313.0,535.0,147.0,,41.0,161.0,186.0,
202007,LEXUS,268.0,93.0,175.0,77.0,7.0,3.0,16.0,72.0,
202007,MAZDA,3848.0,2211.0,1635.0,1193.0,8.0,17.0,170.0,247.0,2.0
202007,MERCEDES,34393.0,12145.0,22227.0,4759.0,2879.0,3387.0,3639.0,7563.0,21.0
202007,MINI,5892.0,3330.0,2562.0,356.0,870.0,155.0,493.0,688.0,
202007,MITSUBISHI,4949.0,3939.0,1010.0,587.0,3.0,32.0,140.0,248.0,
202007,NISSAN,3473.0,1523.0,1950.0,1531.0,2.0,146.0,94.0,177.0,
202007,OPEL,11746.0,2652.0,9089.0,3409.0,86.0,1926.0,475.0,3193.0,5.0
202007,PEUGEOT,5523.0,2326.0,3197.0,1143.0,10.0,1272.0,291.0,481.0,
202007,PORSCHE,3143.0,1306.0,1837.0,332.0,634.0,28.0,395.0,448.0,
202007,RENAULT,12839.0,5236.0,7602.0,2882.0,141.0,749.0,914.0,2916.0,1.0
202007,SEAT,12262.0,7057.0,5202.0,1750.0,123.0,1072.0,818.0,1439.0,3.0
202007,SKODA,22084.0,9607.0,12472.0,2087.0,255.0,1696.0,3308.0,5126.0,5.0
202007,SMART,1806.0,959.0,845.0,145.0,16.0,60.0,232.0,392.0,2.0
202007,SSANGYONG,268.0,202.0,66.0,62.0,,,2.0,2.0,
202007,SUBARU,749.0,400.0,348.0,321.0,,2.0,15.0,10.0,1.0
202007,SUZUKI,2135.0,1365.0,770.0,635.0,7.0,3.0,61.0,64.0,
202007,TESLA,203.0,111.0,89.0,33.0,,1.0,27.0,28.0,3.0
202007,TOYOTA,7512.0,3666.0,3842.0,1808.0,35.0,212.0,417.0,1370.0,4.0
202007,VOLVO,4557.0,1326.0,3231.0,372.0,6.0,672.0,897.0,1284.0,
202007,VW,59714.0,21232.0,38456.0,3749.0,11187.0,7809.0,5236.0,10475.0,26.0
202007,SONSTIGE,2144.0,798.0,1346.0,350.0,635.0,20.0,170.0,171.0,
202006,ALFA ROMEO,184.0,67.0,117.0,81.0,2.0,,17.0,17.0,
202006,AUDI,15597.0,3091.0,12494.0,2625.0,1299.0,3360.0,2015.0,3195.0,12.0
202006,BMW,18075.0,5160.0,12913.0,1507.0,2814.0,3033.0,2143.0,3416.0,2.0
202006,CITROEN,4008.0,1650.0,2358.0,1227.0,14.0,512.0,319.0,286.0,
202006,DACIA,3452.0,2479.0,973.0,575.0,5.0,68.0,116.0,209.0,
202006,DS,181.0,39.0,142.0,74.0,3.0,24.0,24.0,17.0,
202006,FIAT,9141.0,3382.0,5759.0,3574.0,58.0,1241.0,478.0,408.0,
202006,FORD,16145.0,5026.0,11116.0,2410.0,478.0,3204.0,1511.0,3513.0,3.0
202006,HONDA,1064.0,319.0,745.0,708.0,,1.0,16.0,20.0,
202006,HYUNDAI,6414.0,3009.0,3405.0,2462.0,2.0,148.0,284.0,509.0,
202006,JAGUAR,520.0,250.0,270.0,69.0,,67.0,70.0,64.0,
202006,JEEP,1310.0,319.0,991.0,555.0,11.0,223.0,80.0,122.0,
202006,KIA,4110.0,1595.0,2515.0,1424.0,1.0,313.0,354.0,423.0,
202006,LAND ROVER,921.0,267.0,653.0,225.0,,144.0,139.0,145.0,1.0
202006,LEXUS,241.0,67.0,174.0,89.0,10.0,36.0,19.0,20.0,
202006,MAZDA,2986.0,1097.0,1889.0,1448.0,19.0,19.0,197.0,206.0,
202006,MERCEDES,21970.0,7408.0,14548.0,3450.0,2166.0,2606.0,2169.0,4157.0,14.0
202006,MINI,3239.0,1401.0,1838.0,307.0,634.0,291.0,284.0,322.0,
202006,MITSUBISHI,4654.0,3157.0,1481.0,1065.0,5.0,18.0,147.0,246.0,16.0
202006,NISSAN,2477.0,888.0,1589.0,899.0,2.0,465.0,60.0,163.0,
202006,OPEL,9764.0,1251.0,8511.0,4058.0,8.0,1635.0,427.0,2383.0,2.0
202006,PEUGEOT,4815.0,1528.0,3287.0,1353.0,20.0,1219.0,368.0,327.0,
202006,PORSCHE,2407.0,728.0,1679.0,500.0,435.0,28.0,339.0,377.0,
202006,RENAULT,10642.0,3485.0,7157.0,2930.0,79.0,979.0,668.0,2501.0,
202006,SEAT,8993.0,4214.0,4777.0,1553.0,95.0,1485.0,575.0,1069.0,2.0
202006,SKODA,13595.0,4886.0,8708.0,1721.0,140.0,1855.0,1928.0,3064.0,1.0
202006,SMART,580.0,286.0,294.0,46.0,2.0,20.0,80.0,146.0,
202006,SSANGYONG,151.0,106.0,45.0,35.0,,,4.0,6.0,
202006,SUBARU,352.0,213.0,139.0,113.0,,,10.0,16.0,
202006,SUZUKI,1212.0,608.0,604.0,475.0,4.0,8.0,61.0,56.0,
202006,TESLA,841.0,449.0,392.0,48.0,3.0,3.0,157.0,181.0,
202006,TOYOTA,4973.0,2151.0,2819.0,1566.0,57.0,99.0,362.0,735.0,3.0
202006,VOLVO,4647.0,1056.0,3589.0,566.0,8.0,894.0,838.0,1283.0,2.0
202006,VW,39126.0,9889.0,29219.0,3227.0,7324.0,8070.0,3950.0,6648.0,18.0
202006,SONSTIGE,1485.0,496.0,988.0,421.0,246.0,38.0,160.0,123.0,1.0
202005,ALFA ROMEO,178.0,74.0,104.0,64.0,,,23.0,17.0,
202005,AUDI,13915.0,3462.0,10442.0,977.0,2112.0,2259.0,1759.0,3335.0,11.0
202005,BMW,10240.0,3049.0,7184.0,1044.0,952.0,1504.0,1405.0,2279.0,7.0
202005,CITROEN,4230.0,1949.0,2279.0,1326.0,6.0,312.0,322.0,313.0,2.0
202005,DACIA,2856.0,2207.0,648.0,308.0,4.0,3.0,71.0,262.0,1.0
202005,DS,200.0,42.0,158.0,68.0,1.0,30.0,35.0,24.0,
202005,FIAT,8609.0,4034.0,4574.0,2867.0,68.0,880.0,441.0,318.0,1.0
202005,FORD,11156.0,3714.0,7440.0,1498.0,320.0,1936.0,1325.0,2361.0,2.0
202005,HONDA,554.0,377.0,177.0,146.0,,,14.0,17.0,
202005,HYUNDAI,5749.0,2973.0,2775.0,1883.0,5.0,232.0,258.0,397.0,1.0
202005,JAGUAR,500.0,206.0,294.0,100.0,,63.0,52.0,79.0,
202005,JEEP,748.0,250.0,498.0,337.0,5.0,3.0,47.0,106.0,
202005,KIA,3612.0,1747.0,1865.0,1059.0,,201.0,245.0,360.0,
202005,LAND ROVER,1050.0,265.0,785.0,330.0,2.0,163.0,148.0,142.0,
202005,LEXUS,200.0,86.0,114.0,43.0,14.0,1.0,16.0,40.0,
202005,MAZDA,2734.0,1300.0,1434.0,1034.0,6.0,30.0,164.0,200.0,
202005,MERCEDES,17134.0,5798.0,11335.0,2326.0,1918.0,2709.0,1501.0,2881.0,1.0
202005,MINI,1853.0,1100.0,753.0,259.0,26.0,60.0,164.0,244.0,
202005,MITSUBISHI,4139.0,3024.0,1115.0,641.0,5.0,104.0,96.0,269.0,
202005,NISSAN,1570.0,928.0,642.0,397.0,,43.0,53.0,149.0,
202005,OPEL,8742.0,1622.0,7113.0,2889.0,9.0,1487.0,381.0,2347.0,7.0
202005,PEUGEOT,3899.0,1654.0,2245.0,1028.0,21.0,416.0,364.0,416.0,
202005,PORSCHE,1745.0,612.0,1132.0,350.0,279.0,23.0,229.0,251.0,1.0
202005,RENAULT,6869.0,2648.0,4219.0,1857.0,119.0,846.0,428.0,969.0,2.0
202005,SEAT,5494.0,3068.0,2426.0,551.0,216.0,174.0,666.0,819.0,
202005,SKODA,9768.0,3891.0,5876.0,1409.0,100.0,944.0,1291.0,2132.0,1.0
202005,SMART,379.0,213.0,166.0,34.0,1.0,,61.0,70.0,
202005,SSANGYONG,160.0,127.0,33.0,23.0,,1.0,3.0,6.0,
202005,SUBARU,485.0,339.0,146.0,118.0,,1.0,7.0,20.0,
202005,SUZUKI,1273.0,717.0,556.0,441.0,8.0,10.0,38.0,59.0,
202005,TESLA,312.0,172.0,140.0,25.0,1.0,3.0,52.0,59.0,
202005,TOYOTA,4199.0,2054.0,2140.0,1155.0,93.0,96.0,336.0,460.0,5.0
202005,VOLVO,2840.0,717.0,2122.0,379.0,9.0,438.0,529.0,767.0,1.0
202005,VW,29568.0,9059.0,20499.0,2286.0,4324.0,5839.0,2879.0,5171.0,10.0
202005,SONSTIGE,1188.0,482.0,706.0,224.0,254.0,38.0,113.0,77.0,
202004,ALFA ROMEO,207.0,67.0,140.0,96.0,1.0,2.0,19.0,22.0,
202004,AUDI,8969.0,2930.0,6033.0,316.0,1214.0,207.0,1557.0,2739.0,6.0
202004,BMW,12410.0,4110.0,8292.0,704.0,1554.0,418.0,2137.0,3479.0,8.0
202004,CITROEN,2202.0,1359.0,843.0,333.0,12.0,82.0,172.0,244.0,
202004,DACIA,3057.0,2177.0,880.0,683.0,,,63.0,134.0,
202004,DS,164.0,47.0,117.0,46.0,1.0,22.0,28.0,20.0,
202004,FIAT,3788.0,2609.0,1179.0,593.0,3.0,200.0,176.0,207.0,
202004,FORD,9311.0,3183.0,6125.0,663.0,115.0,1049.0,1476.0,2822.0,3.0
202004,HONDA,380.0,271.0,109.0,57.0,,29.0,9.0,14.0,
202004,HYUNDAI,3253.0,1878.0,1375.0,875.0,,50.0,165.0,285.0,
202004,JAGUAR,602.0,297.0,305.0,111.0,,37.0,72.0,85.0,
202004,JEEP,603.0,218.0,385.0,264.0,3.0,3.0,53.0,62.0,
202004,KIA,3158.0,1436.0,1721.0,1088.0,,83.0,239.0,311.0,1.0
202004,LAND ROVER,963.0,341.0,622.0,224.0,2.0,76.0,158.0,162.0,
202004,LEXUS,130.0,72.0,58.0,18.0,8.0,1.0,13.0,18.0,
202004,MAZDA,1370.0,875.0,495.0,239.0,5.0,5.0,97.0,149.0,
202004,MERCEDES,8508.0,2255.0,6249.0,1545.0,572.0,331.0,1205.0,2596.0,4.0
202004,MINI,2248.0,1315.0,932.0,108.0,253.0,45.0,219.0,307.0,1.0
202004,MITSUBISHI,2641.0,1694.0,946.0,690.0,2.0,23.0,75.0,156.0,1.0
202004,NISSAN,1086.0,774.0,311.0,135.0,1.0,10.0,50.0,115.0,1.0
202004,OPEL,5153.0,1830.0,3320.0,889.0,34.0,527.0,474.0,1396.0,3.0
202004,PEUGEOT,2373.0,1347.0,1025.0,313.0,5.0,261.0,195.0,251.0,1.0
202004,PORSCHE,1326.0,501.0,824.0,146.0,311.0,3.0,174.0,190.0,1.0
202004,RENAULT,4742.0,2288.0,2452.0,1104.0,7.0,82.0,359.0,900.0,2.0
202004,SEAT,4827.0,2958.0,1868.0,237.0,82.0,89.0,572.0,888.0,1.0
202004,SKODA,7227.0,2853.0,4373.0,428.0,168.0,140.0,1432.0,2205.0,1.0
202004,SMART,265.0,131.0,134.0,4.0,5.0,1.0,57.0,67.0,
202004,SSANGYONG,72.0,63.0,9.0,5.0,,,2.0,2.0,
202004,SUBARU,260.0,193.0,67.0,50.0,1.0,,4.0,12.0,
202004,SUZUKI,912.0,581.0,331.0,234.0,16.0,2.0,26.0,53.0,
202004,TESLA,635.0,329.0,306.0,40.0,,,131.0,135.0,
202004,TOYOTA,3780.0,1940.0,1839.0,852.0,58.0,82.0,237.0,610.0,1.0
202004,VOLVO,2462.0,727.0,1733.0,164.0,9.0,130.0,571.0,859.0,2.0
202004,VW,20741.0,6562.0,14175.0,1391.0,4679.0,889.0,2425.0,4791.0,4.0
202004,SONSTIGE,1015.0,452.0,563.0,102.0,250.0,9.0,104.0,98.0,
202003,ALFA ROMEO,151.0,61.0,90.0,60.0,2.0,,16.0,12.0,
202003,AUDI,18904.0,5417.0,13477.0,1331.0,4028.0,987.0,2707.0,4424.0,10.0
202003,BMW,20047.0,6414.0,13627.0,1259.0,3029.0,1161.0,2725.0,5453.0,6.0
202003,CITROEN,3033.0,1856.0,1177.0,502.0,25.0,140.0,249.0,261.0,
202003,DACIA,3339.0,2913.0,426.0,99.0,5.0,17.0,99.0,206.0,
202003,DS,217.0,54.0,163.0,43.0,16.0,60.0,17.0,27.0,
202003,FIAT,6801.0,3402.0,3399.0,2089.0,47.0,738.0,238.0,287.0,
202003,FORD,12730.0,4924.0,7806.0,1313.0,328.0,2140.0,1349.0,2676.0,
202003,HONDA,890.0,560.0,330.0,169.0,,69.0,62.0,30.0,
202003,HYUNDAI,5981.0,3026.0,2953.0,2013.0,9.0,197.0,256.0,478.0,2.0
202003,JAGUAR,719.0,315.0,404.0,175.0,1.0,64.0,72.0,92.0,
202003,JEEP,950.0,352.0,598.0,325.0,1.0,78.0,82.0,112.0,
202003,KIA,4785.0,2221.0,2564.0,1413.0,5.0,413.0,326.0,407.0,
202003,LAND ROVER,1244.0,429.0,815.0,249.0,4.0,167.0,169.0,226.0,
202003,LEXUS,276.0,83.0,193.0,60.0,2.0,27.0,13.0,91.0,
202003,MAZDA,3048.0,1581.0,1465.0,956.0,3.0,24.0,209.0,273.0,2.0
202003,MERCEDES,20132.0,6546.0,13580.0,3469.0,1629.0,1551.0,2218.0,4713.0,6.0
202003,MINI,3717.0,1921.0,1796.0,368.0,654.0,65.0,327.0,382.0,
202003,MITSUBISHI,4313.0,2475.0,1838.0,1451.0,6.0,50.0,109.0,222.0,
202003,NISSAN,3825.0,1380.0,2445.0,1143.0,,921.0,152.0,229.0,
202003,OPEL,10851.0,2616.0,8233.0,3044.0,105.0,1368.0,779.0,2937.0,2.0
202003,PEUGEOT,3157.0,1727.0,1430.0,331.0,40.0,390.0,282.0,387.0,
202003,PORSCHE,1941.0,804.0,1137.0,314.0,312.0,16.0,235.0,260.0,
202003,RENAULT,6270.0,2763.0,3507.0,1632.0,58.0,493.0,424.0,900.0,
202003,SEAT,9052.0,4728.0,4322.0,835.0,69.0,893.0,953.0,1572.0,2.0
202003,SKODA,12113.0,4548.0,7560.0,1060.0,453.0,789.0,1921.0,3337.0,5.0
202003,SMART,641.0,372.0,269.0,39.0,3.0,50.0,77.0,100.0,
202003,SSANGYONG,127.0,104.0,23.0,20.0,,,2.0,1.0,
202003,SUBARU,522.0,246.0,276.0,254.0,,,7.0,15.0,
202003,SUZUKI,1976.0,894.0,1082.0,926.0,5.0,20.0,72.0,59.0,
202003,TESLA,2263.0,1353.0,910.0,65.0,1.0,9.0,373.0,462.0,
202003,TOYOTA,5339.0,2862.0,2477.0,1194.0,9.0,185.0,431.0,658.0,
202003,VOLVO,3751.0,1164.0,2585.0,338.0,11.0,314.0,715.0,1207.0,2.0
202003,VW,40643.0,11259.0,29368.0,3676.0,8679.0,4686.0,4338.0,7989.0,16.0
202003,SONSTIGE,1371.0,566.0,805.0,249.0,287.0,19.0,121.0,129.0,
202002,ALFA ROMEO,255.0,63.0,192.0,146.0,8.0,,19.0,19.0,
202002,AUDI,19172.0,4401.0,14763.0,1001.0,5410.0,1690.0,2529.0,4133.0,8.0
202002,BMW,17613.0,4096.0,13506.0,1235.0,2619.0,2617.0,2474.0,4561.0,11.0
202002,CITROEN,4409.0,1985.0,2422.0,1280.0,36.0,361.0,354.0,391.0,2.0
202002,DACIA,3708.0,3110.0,597.0,200.0,13.0,44.0,138.0,202.0,1.0
202002,DS,222.0,54.0,168.0,73.0,28.0,13.0,35.0,19.0,
202002,FIAT,6328.0,2837.0,3491.0,2562.0,28.0,390.0,231.0,280.0,
202002,FORD,17330.0,4550.0,12778.0,2669.0,566.0,4014.0,1642.0,3887.0,2.0
202002,HONDA,774.0,567.0,207.0,156.0,,2.0,28.0,21.0,
202002,HYUNDAI,8534.0,3469.0,5063.0,3658.0,23.0,621.0,297.0,464.0,2.0
202002,JAGUAR,667.0,373.0,294.0,80.0,,18.0,84.0,112.0,
202002,JEEP,1108.0,287.0,821.0,572.0,7.0,8.0,113.0,121.0,
202002,KIA,5617.0,2146.0,3470.0,2363.0,8.0,190.0,450.0,459.0,1.0
202002,LAND ROVER,868.0,354.0,514.0,139.0,2.0,48.0,138.0,187.0,
202002,LEXUS,262.0,79.0,182.0,55.0,10.0,50.0,14.0,53.0,1.0
202002,MAZDA,3515.0,2093.0,1422.0,865.0,6.0,77.0,201.0,273.0,
202002,MERCEDES,23577.0,7402.0,16152.0,4240.0,2901.0,1590.0,2334.0,5087.0,23.0
202002,MINI,2792.0,1308.0,1484.0,338.0,491.0,109.0,259.0,287.0,
202002,MITSUBISHI,4247.0,2519.0,1727.0,1213.0,5.0,149.0,113.0,247.0,1.0
202002,NISSAN,3330.0,1102.0,2228.0,1182.0,1.0,666.0,99.0,280.0,
202002,OPEL,14031.0,2640.0,11387.0,3607.0,247.0,2481.0,922.0,4130.0,4.0
202002,PEUGEOT,4339.0,1851.0,2482.0,1215.0,31.0,345.0,455.0,436.0,6.0
202002,PORSCHE,1734.0,534.0,1199.0,425.0,367.0,17.0,206.0,184.0,1.0
202002,RENAULT,9420.0,3211.0,6206.0,3011.0,175.0,1180.0,510.0,1330.0,3.0
202002,SEAT,11225.0,5430.0,5794.0,1285.0,495.0,887.0,1276.0,1851.0,1.0
202002,SKODA,14870.0,4573.0,10291.0,2738.0,204.0,1801.0,2134.0,3414.0,6.0
202002,SMART,695.0,209.0,486.0,374.0,53.0,1.0,31.0,27.0,
202002,SSANGYONG,119.0,55.0,64.0,56.0,,,5.0,3.0,
202002,SUBARU,449.0,191.0,258.0,232.0,,4.0,12.0,10.0,
202002,SUZUKI,2082.0,971.0,1111.0,927.0,5.0,61.0,58.0,60.0,
202002,TESLA,685.0,365.0,320.0,27.0,1.0,4.0,130.0,158.0,
202002,TOYOTA,5950.0,2921.0,3028.0,1271.0,36.0,327.0,484.0,910.0,1.0
202002,VOLVO,4301.0,934.0,3366.0,761.0,12.0,539.0,833.0,1221.0,1.0
202002,VW,44405.0,12349.0,32034.0,3719.0,7131.0,6973.0,5082.0,9129.0,22.0
202002,SONSTIGE,1310.0,508.0,802.0,241.0,304.0,17.0,129.0,111.0,
202001,ALFA ROMEO,254.0,68.0,186.0,104.0,14.0,1.0,30.0,37.0,
202001,AUDI,22066.0,3806.0,18248.0,3391.0,5805.0,2986.0,2137.0,3929.0,12.0
202001,BMW,20454.0,5265.0,15178.0,2207.0,2741.0,2957.0,2463.0,4810.0,11.0
202001,CITROEN,4898.0,1728.0,3170.0,1675.0,32.0,691.0,385.0,387.0,
202001,DACIA,3810.0,3274.0,535.0,191.0,2.0,1.0,141.0,200.0,1.0
202001,DS,366.0,48.0,318.0,141.0,69.0,58.0,29.0,21.0,
202001,FIAT,4428.0,2084.0,2343.0,1686.0,17.0,216.0,170.0,254.0,1.0
202001,FORD,17335.0,5239.0,12096.0,2035.0,751.0,3208.0,1991.0,4111.0,
202001,HONDA,958.0,567.0,391.0,345.0,,3.0,15.0,28.0,
202001,HYUNDAI,8217.0,3026.0,5188.0,3983.0,26.0,266.0,319.0,594.0,3.0
202001,JAGUAR,887.0,477.0,408.0,150.0,1.0,31.0,116.0,110.0,2.0
202001,JEEP,1028.0,239.0,789.0,572.0,6.0,4.0,82.0,125.0,
202001,KIA,4617.0,2114.0,2502.0,1635.0,7.0,146.0,317.0,397.0,1.0
202001,LAND ROVER,1591.0,478.0,1113.0,400.0,1.0,215.0,216.0,281.0,
202001,LEXUS,391.0,76.0,315.0,109.0,5.0,120.0,21.0,60.0,
202001,MAZDA,3526.0,2016.0,1510.0,964.0,7.0,44.0,210.0,285.0,
202001,MERCEDES,26034.0,7355.0,18670.0,5471.0,3088.0,1915.0,2556.0,5640.0,9.0
202001,MINI,3095.0,1415.0,1680.0,505.0,462.0,120.0,293.0,300.0,
202001,MITSUBISHI,4228.0,2408.0,1819.0,1250.0,4.0,205.0,115.0,245.0,1.0
202001,NISSAN,2983.0,997.0,1985.0,1382.0,1.0,252.0,69.0,281.0,1.0
202001,OPEL,12279.0,2476.0,9803.0,3695.0,232.0,1706.0,983.0,3187.0,
202001,PEUGEOT,5135.0,1441.0,3694.0,1845.0,33.0,889.0,445.0,482.0,
202001,PORSCHE,2012.0,609.0,1403.0,533.0,350.0,24.0,232.0,264.0,
202001,RENAULT,9936.0,3551.0,6382.0,3980.0,175.0,133.0,715.0,1379.0,3.0
202001,SEAT,10416.0,4550.0,5863.0,1993.0,278.0,1260.0,950.0,1382.0,3.0
202001,SKODA,14295.0,3913.0,10378.0,3203.0,222.0,1444.0,2124.0,3385.0,4.0
202001,SMART,108.0,25.0,83.0,57.0,18.0,,,8.0,
202001,SSANGYONG,131.0,81.0,50.0,47.0,,,1.0,2.0,
202001,SUBARU,372.0,120.0,252.0,235.0,,4.0,3.0,10.0,
202001,SUZUKI,1304.0,633.0,671.0,188.0,414.0,6.0,26.0,37.0,
202001,TESLA,367.0,154.0,213.0,35.0,2.0,4.0,78.0,94.0,
202001,TOYOTA,5488.0,2566.0,2920.0,1502.0,28.0,259.0,385.0,746.0,2.0
202001,VOLVO,3314.0,858.0,2456.0,562.0,12.0,153.0,664.0,1065.0,
202001,VW,48744.0,13716.0,34993.0,4862.0,6674.0,6739.0,5785.0,10933.0,35.0
202001,SONSTIGE,1233.0,426.0,807.0,198.0,324.0,17.0,160.0,108.0,
202301,AIWAYS,5.0,2.0,3.0,,,,3.0,,
202301,ALFA ROMEO,430.0,40.0,390.0,139.0,14.0,105.0,41.0,91.0,
202301,ALPINE,31.0,7.0,24.0,19.0,2.0,,1.0,2.0,
202301,ASTON MARTIN,31.0,3.0,28.0,16.0,,,6.0,6.0,
202301,AUDI,14754.0,2690.0,12048.0,993.0,2904.0,2067.0,1904.0,4180.0,16.0
202301,BENTLEY,84.0,22.0,62.0,22.0,,6.0,18.0,16.0,
202301,BMW,11158.0,2485.0,8663.0,1188.0,2117.0,1155.0,1403.0,2800.0,10.0
202301,BYD,50.0,1.0,49.0,19.0,,30.0,,,
202301,CADILLAC,43.0,7.0,36.0,15.0,,1.0,6.0,14.0,
202301,CITROEN,2269.0,1037.0,1232.0,547.0,27.0,114.0,257.0,287.0,
202301,DACIA,5671.0,4427.0,1242.0,552.0,48.0,6.0,212.0,424.0,2.0
202301,DS,79.0,25.0,54.0,34.0,4.0,4.0,10.0,2.0,
202301,FERRARI,129.0,48.0,81.0,30.0,,2.0,27.0,22.0,
202301,FIAT,3970.0,1273.0,2696.0,909.0,21.0,718.0,232.0,816.0,1.0
202301,FORD,8174.0,2696.0,5477.0,1016.0,400.0,156.0,1642.0,2263.0,1.0
202301,GWM,2.0,,2.0,2.0,,,,,
202301,HONDA,503.0,359.0,144.0,92.0,1.0,,29.0,22.0,
202301,HYUNDAI,6076.0,2534.0,3541.0,1133.0,32.0,1304.0,432.0,640.0,1.0
202301,INEOS,2.0,,2.0,,2.0,,,,
202301,IVECO,57.0,41.0,16.0,6.0,3.0,,3.0,4.0,
202301,JAGUAR,245.0,44.0,201.0,99.0,1.0,49.0,13.0,39.0,
202301,JEEP,660.0,43.0,617.0,283.0,14.0,215.0,42.0,63.0,
202301,KIA,3145.0,1200.0,1942.0,902.0,3.0,316.0,358.0,363.0,3.0
202301,LADA,24.0,4.0,20.0,20.0,,,,,
202301,LAMBORGHINI,64.0,21.0,43.0,13.0,,3.0,9.0,18.0,
202301,LAND ROVER,1140.0,196.0,941.0,296.0,,245.0,211.0,189.0,3.0
202301,LEXUS,135.0,37.0,98.0,20.0,,10.0,7.0,61.0,
202301,LOTUS,11.0,8.0,3.0,1.0,,,1.0,1.0,
202301,LUCID,2.0,,2.0,,,,2.0,,
202301,LYNK & CO,410.0,,410.0,,,409.0,1.0,,
202301,MAN,123.0,70.0,53.0,6.0,3.0,17.0,16.0,11.0,
202301,MASERATI,151.0,37.0,114.0,45.0,,17.0,26.0,26.0,
202301,MAXUS,1.0,,1.0,,,1.0,,,
202301,MAZDA,3327.0,2178.0,1148.0,346.0,5.0,201.0,198.0,398.0,1.0
202301,MERCEDES,21439.0,6695.0,14713.0,5298.0,1494.0,1252.0,2160.0,4509.0,31.0
202301,MG ROEWE,483.0,214.0,269.0,66.0,,121.0,27.0,55.0,
202301,MINI,1594.0,711.0,883.0,154.0,293.0,42.0,166.0,228.0,
202301,MITSUBISHI,668.0,442.0,226.0,122.0,,16.0,18.0,70.0,
