DATE,MARKE,ANZAHL,CO2-EMISSION IN G/KM,EURO 6,ELEKTRO (BEV),HYBRID,DARUNTER PLUG-IN
202502,LAND ROVER,870.0,171.6,870,,860,181
202502,LEAPMOTOR,186.0,"0,0",,186,,
202502,LEXUS,345.0,86.125,338,7,338,109
202502,LOTUS,24.0,104,12,12,,
202502,LUCID,9.0,"0,0",,9,,
202502,LYNK & CO,29.0,13.1,19,10,19,19
202502,MAN,89.0,264.1,85,1,,
202502,MASERATI,22.0,210.3,19,3,7,
202502,MAXUS,2.0,"0,0",,2,,
202502,MAZDA,3038.0,125.4,3029,9,2776,398
202502,MERCEDES,18792.0,118.4,16465,2311,12211,3560
202502,MG ROEWE,1753.0,61.5,1061,692,969,85
202502,MINI,1976.0,91.1,1252,720,303,
202502,MITSUBISHI,1406.0,108.4,1406,,449,174
202502,MORGAN,4.0,194.75,4,,,
202502,NIO,25.0,"0,0",,25,,
202502,NISSAN,2267.0,129,2087,178,1466,
202502,OPEL,7645.0,102.5,6198,1445,1167,44
202502,PEUGEOT,4595.0,114.7,4378,216,2489,159
202502,POLESTAR,263.0,"0,0",,263,,
202502,PORSCHE,2348.0,128.6,1587,758,812,470
202502,RENAULT,3877.0,97,3027,850,1724,79
202502,ROLLS ROYCE,43.0,246.7,29,14,,
202502,SEAT,12789.0,94.8,10297,2492,4273,2236
202502,SKODA,15041.0,105.8,12641,2398,1760,985
202502,SMART,281.0,"0,0",,281,,
202502,SSANGYONG,222.0,164,195,27,,
202502,SUBARU,341.0,176.9,327,14,208,
202502,SUZUKI,2065.0,110.3,2063,,2063,9
202502,TESLA,1429.0,"0,0",,1429,,
202502,TOYOTA,5632.0,92.7,4978,650,3400,396
202502,VINFAST,18.0,"0,0",,18,,
202502,VOLVO,5659.0,78.8,4895,764,4892,2585
202502,VW,41037.0,110,32654,8265,6495,2715
202502,XPENG,162.0,"0,0",,162,,
202502,SONSTIGE,1110.0,73.6,260,425,156,52
202503,ALFA ROMEO,713.0,134.7,681,32,453,1
202503,ALPINE,52.0,92.25,31,21,,
202503,ASTON MARTIN,2.0,323,2,,,
202503,AUDI,17608.0,127.1,14140,3399,7830,1044
202503,BENTLEY,46.0,106.9,46,,35,32
202503,BMW,20857.0,109.6,16859,3970,12254,2661
202503,BYD,805.0,4.7,190,615,190,190
202503,CADILLAC,6.0,,,,,
202503,CITROEN,4427.0,140.5,3956,469,1184,13
202503,DACIA,6914.0,115.1,6476,438,2166,
202503,DS,353.0,131.7,344,9,54,24
202503,FERRARI,188.0,253.4,188,,96,96
202503,FIAT,5076.0,173.8,4307,760,712,
202503,FORD,8752.0,127,7676,1074,3414,1228
202503,GWM,134.0,7.6,60,74,60,60
202503,HONDA,1008.0,119.9,1006,2,945,52
202503,HYUNDAI,7931.0,89,5634,2295,2456,376
202503,INEOS,39.0,304.4,39,,,
202503,IVECO,95.0,,95,,,
202503,JAGUAR,55.0,199.3,55,,39,3
202503,JEEP,1208.0,127.3,1134,53,747,47
202503,KIA,4631.0,95.2,3437,1193,1399,222
202503,LAMBORGHINI,163.0,271.6,33,,51,50
202503,LAND ROVER,1242.0,166.9,1241,,1228,326
202503,LEAPMOTOR,332.0,"0,0",,332,,
202503,LEXUS,387.0,88.4,380,7,376,119
202503,LOTUS,32.0,117,18,14,,
202503,LUCID,7.0,"0,0",,7,,
202503,LYNK & CO,3.0,6.7,1,2,1,1
202503,MAN,168.0,272.6,160,,,
202503,MASERATI,81.0,214.6,80,1,61,
202503,MAXUS,13.0,"0,0",1,12,,
202503,MAZDA,5292.0,125,5284,8,4805,694
202503,MERCEDES,22057.0,121.7,19424,2568,14405,3628
202503,MG ROEWE,2100.0,84.4,1677,423,1361,182
202503,MINI,2488.0,93.7,1618,866,264,
202503,MITSUBISHI,1788.0,112.9,1788,,522,172
202503,MORGAN,11.0,170.2,11,,,
202503,NIO,21.0,"0,0",,21,,
202503,NISSAN,4892.0,133.2,4693,199,3267,
202503,OPEL,9581.0,112.7,8566,1014,1904,62
202503,PEUGEOT,6008.0,119.4,5735,272,3697,152
202503,POLESTAR,357.0,"0,0",,357,,
202503,PORSCHE,3227.0,139.6,2233,994,1007,571
202503,RENAULT,5959.0,94.5,4635,1323,2942,183
202503,ROLLS ROYCE,32.0,258.25,20,8,,
202503,SEAT,17209.0,78.4,14356,2853,8246,6010
202503,SKODA,18547.0,103.1,15022,3524,2012,1180
202503,SMART,240.0,"0,0",,240,,
202503,SSANGYONG,245.0,165.8,215,30,,
202503,SUBARU,459.0,179.7,448,11,291,
202503,SUZUKI,2659.0,110.5,2657,,2657,22
202503,TESLA,2229.0,"0,0",,2229,,
202503,TOYOTA,7386.0,93.6,6788,592,5145,552
202503,VINFAST,9.0,"0,0",,9,,
202503,VOLVO,5191.0,73.2,4305,886,4303,2340
202503,VW,50935.0,111.8,41875,8872,8709,4219
202503,XPENG,176.0,"0,0",,176,,
202503,SONSTIGE,1071.0,118.5,327,267,125,41
202504,ALFA ROMEO,660.0,136.3,643,17,425,11
202504,ALPINE,98.0,56,36,62,,
202504,ASTON MARTIN,4.0,323,4,,,
202504,AUDI,15509.0,125,12012,3390,6924,1214
202504,BENTLEY,42.0,110.1,42,,31,30
202504,BMW,22540.0,112,18348,4151,13679,2876
202504,BYD,1566.0,5.9,517,1049,517,517
202504,CADILLAC,9.0,302,,,,
202504,CHERY,4.0,"0,0",,4,,
202504,CITROEN,4602.0,144.4,4149,449,729,31
202504,DACIA,5122.0,114.8,4816,306,1880,
202504,DAF TRUCKS,1.0,,1,,,
202504,DS,219.0,131,218,1,34,20
202504,FERRARI,181.0,256.1,181,,86,86
202504,FIAT,6799.0,166,5557,1234,776,
202504,FORD,9534.0,122.7,7916,1615,3366,1089
202504,GWM,133.0,4.4,45,88,45,45
202504,HONDA,634.0,116.4,631,3,619,47
202504,HYUNDAI,8239.0,88.7,5767,2471,2630,383
202504,INEOS,35.0,311.9,35,,,
202504,IVECO,114.0,,114,,,
202504,JAGUAR,11.0,188.5,11,,9,
202504,JEEP,983.0,126.6,940,29,688,57
202504,KGM,147.0,179.2,140,7,,
202504,KIA,6015.0,98,4653,1362,2007,307
202504,LAMBORGHINI,118.0,283.2,22,,58,58
202504,LAND ROVER,1389.0,160.1,1389,,1355,450
202504,LEAPMOTOR,314.0,1.4,32,282,32,32
202504,LEXUS,464.0,78.5,382,82,379,108
202504,LOTUS,27.0,77,10,17,,
202504,LUCID,6.0,"0,0",,6,,
202504,LYNK & CO,18.0,18.7,15,3,15,15
202504,MAN,130.0,276.9,126,,,
202504,MASERATI,96.0,216.8,94,2,60,
202504,MAXUS,24.0,"0,0",,24,,
202504,MAZDA,3029.0,116.9,3016,13,2898,550
202504,MERCEDES,22196.0,119.5,19563,2626,14412,3907
202504,MG ROEWE,1747.0,52.7,855,892,627,151
202504,MINI,2782.0,91.5,1767,1014,219,
202504,MITSUBISHI,1829.0,111.9,1828,,682,366
202504,MORGAN,8.0,165.5,8,,,
202504,NIO,19.0,"0,0",,19,,
202504,NISSAN,2801.0,136.2,2687,114,1649,
202504,OPEL,11486.0,104.5,9560,1926,1651,206
202504,PEUGEOT,5212.0,118,4922,290,2849,164
202504,POLESTAR,303.0,"0,0",,303,,
202504,PORSCHE,3154.0,147.9,2364,788,1121,652
202504,RENAULT,4234.0,97,3386,848,2244,182
202504,ROLLS ROYCE,22.0,269.5,14,5,,
202504,SEAT,13670.0,91.9,10474,3196,4741,2541
202504,SKODA,18891.0,98,14674,4216,2082,1358
202504,SMART,270.0,"0,0",,270,,
202504,SUBARU,337.0,175.2,320,17,208,
202504,SUZUKI,2084.0,110.7,2081,,2081,16
202504,TESLA,885.0,"0,0",,885,,
202504,TOYOTA,6205.0,97,5790,405,4249,459
202504,VINFAST,12.0,"0,0",,12,,
202504,VOLVO,5194.0,84.4,4265,929,4265,1871
202504,VW,49393.0,108.2,39436,9725,9290,4498
202504,XPENG,207.0,"0,0",,207,,
202504,SONSTIGE,971.0,151.4,377,181,84,20
